Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,0,416,314,404,307,370,370,268,363,219,207,239,313,572,118,294,341,295,186,206,205,392,237
6,1,418,493,653,569,527,580,495,528,395,515,365,532,433,511,520,463,346,485,476,628,423,366
6,0,417,350,335,338,338,481,470,332,424,177,502,287,425,322,419,303,524,469,333,148,493,495
6,1,412,471,453,548,446,402,295,466,382,575,330,329,607,582,459,481,501,465,358,350,537,352
6,1,395,453,260,522,580,359,257,345,425,390,427,394,436,406,399,544,247,516,449,581,472,409
6,0,448,350,400,294,598,383,371,326,479,310,561,362,498,357,430,297,421,328,474,488,239,555
6,0,432,350,417,376,550,236,536,403,507,328,397,573,373,316,276,423,461,302,447,327,492,438
6,1,397,451,499,195,324,628,283,576,412,441,490,383,286,436,473,260,380,398,523,407,408,561
7,0,414,322,585,425,508,319,482,254,455,120,503,355,403,425,408,207,310,360,436,213,436,265
6,1,407,456,313,608,373,477,226,479,575,391,322,780,509,653,355,374,458,264,457,504,472,305
7,0,418,307,685,324,392,434,306,305,464,412,426,200,505,217,260,321,240,465,404,350,564,510
6,0,385,350,296,313,378,410,274,385,401,394,353,608,269,294,409,319,322,227,385,378,293,437
7,1,369,450,325,584,372,500,195,469,291,490,419,405,309,230,427,606,192,506,406,361,345,280
7,0,387,328,496,340,404,128,414,226,368,229,396,471,300,233,570,156,467,393,378,228,401,289
6,0,431,350,276,237,456,434,403,329,480,175,359,318,431,400,609,419,577,302,410,352,559,569
6,0,416,350,458,249,573,185,614,351,512,457,398,284,507,319,317,350,415,325,421,315,221,363
7,0,415,317,442,296,89,79,372,649,495,69,258,376,366,331,573,248,472,294,460,365,288,260
7,0,388,330,394,380,227,121,330,20,356,529,242,330,399,321,365,277,393,224,464,260,251,229
6,1,400,450,522,373,545,536,497,554,487,398,390,453,291,377,327,524,408,601,392,395,270,474
7,0,403,348,447,418,322,188,499,430,382,564,444,227,461,367,434,423,161,388,391,450,332,365
6,1,394,455,430,353,493,400,332,350,415,308,456,432,427,360,407,444,386,331,339,506,274,393
7,0,412,331,230,192,337,308,357,437,410,468,373,268,557,468,396,518,392,309,345,453,492,435
6,0,428,350,594,238,309,321,382,236,301,239,473,419,476,383,350,451,480,265,608,471,474,453
7,0,413,328,517,246,511,393,596,380,439,395,361,344,348,321,415,468,540,272,429,311,512,323
7,0,386,324,447,265,293,353,271,101,428,286,369,349,455,317,395,210,290,198,608,423,368,200
7,0,387,325,500,586,494,193,304,244,405,388,275,445,278,276,571,108,412,139,281,302,138,390
6,1,418,493,497,283,448,550,504,496,436,466,479,474,496,307,545,588,621,649,596,626,588,521
7,1,435,450,551,511,459,655,530,498,439,490,278,394,320,490,300,625,416,396,551,558,461,385
6,1,405,453,441,456,472,567,414,296,341,356,334,329,329,491,470,618,362,570,542,618,430,543
6,0,393,350,478,359,403,446,567,261,332,330,335,196,405,294,369,456,448,201,460,371,319,371
6,1,387,475,135,457,297,373,361,537,345,584,303,509,458,442,343,699,666,631,387,491,343,379
6,1,415,481,460,638,293,527,547,323,389,570,448,568,298,457,566,434,431,369,335,399,588,495
6,0,374,350,405,418,174,383,301,287,410,656,575,362,256,345,440,285,231,406,245,439,393,399
7,1,398,450,461,546,410,498,452,333,488,468,310,436,247,295,444,492,400,289,333,356,328,354
7,1,427,450,542,428,279,569,392,298,398,406,406,364,399,542,406,477,430,502,531,549,584,538
6,0,364,350,398,31,361,395,415,337,390,403,406,344,183,461,299,331,313,554,225,194,355,329
6,1,390,464,514,560,396,443,315,514,564,479,349,419,488,410,330,409,445,558,342,597,434,341
7,1,378,450,239,208,408,394,363,467,170,515,413,478,456,461,391,459,247,488,293,471,383,473
6,1,407,456,424,460,247,549,485,442,351,445,427,472,492,550,594,406,352,462,204,591,489,377
7,0,388,330,380,307,492,104,319,352,360,508,398,388,585,451,392,515,405,366,266,486,496,489
6,1,383,488,306,419,419,635,364,467,329,420,360,464,429,358,306,322,304,533,428,560,320,515
