Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,0,413,325,393,163,467,439,398,514,312,341,379,315,382,404,484,500,385,263,431,240,457,314
6,0,412,350,565,492,377,281,441,233,318,417,607,465,459,415,327,458,311,489,476,463,507,358
6,1,409,461,360,471,440,447,165,576,373,479,516,390,482,734,587,427,407,375,481,498,291,617
7,1,400,450,396,332,408,514,253,541,371,345,363,419,503,534,327,558,500,456,533,381,436,489
6,1,413,473,321,427,334,402,434,498,257,517,366,462,161,428,334,314,300,545,600,351,649,395
6,1,396,452,342,613,438,410,498,566,508,409,398,410,525,329,287,431,328,509,441,475,486,498
7,0,395,347,386,419,509,433,274,345,394,286,400,224,262,229,344,347,572,349,362,453,516,330
7,1,383,450,524,497,342,308,273,147,348,565,415,387,365,481,423,476,215,548,521,329,366,588
7,0,411,335,306,289,508,341,436,394,389,375,508,231,536,333,422,339,486,351,519,288,494,447
6,1,417,489,429,514,446,407,394,359,395,410,435,368,366,592,487,399,408,422,493,551,459,497
6,0,445,350,383,491,566,357,333,463,417,247,465,360,298,411,223,198,629,600,545,349,453,413
7,0,392,341,489,281,385,75,431,256,446,414,415,244,314,445,384,403,459,341,266,395,411,257
6,0,397,350,543,283,346,375,282,306,337,386,320,475,415,307,296,396,388,412,457,287,295,389
6,0,415,350,489,474,468,339,367,372,401,438,506,417,292,425,504,207,439,373,453,267,347,519
6,0,437,350,414,396,472,245,421,361,334,468,521,391,388,259,210,455,446,292,360,367,236,366
7,1,374,450,396,599,437,443,360,505,371,198,355,535,403,478,279,426,322,627,330,432,204,390
7,1,409,450,219,521,346,569,239,575,294,698,346,465,407,388,237,361,440,205,304,507,570,466
6,0,401,350,381,273,350,66,426,426,318,313,395,189,240,590,423,406,377,327,371,369,402,294
6,1,413,474,249,597,568,640,420,568,388,407,156,539,576,479,496,512,323,341,280,407,433,438
7,1,440,450,694,256,318,472,540,447,434,722,631,404,316,606,356,570,496,508,460,456,394,351
7,0,384,315,290,242,363,433,181,159,347,460,277,225,444,322,412,194,172,276,264,77,460,395
7,1,415,450,552,576,332,674,370,530,447,637,282,490,675,416,431,474,465,685,378,497,325,268
7,0,415,317,345,347,594,476,406,97,344,426,510,285,416,373,467,303,447,167,379,155,358,153
7,1,399,450,354,427,519,334,323,473,505,400,429,527,253,531,388,454,457,332,310,544,264,387
6,1,413,473,407,348,479,528,445,540,261,517,390,410,496,710,455,479,318,501,399,406,279,742
6,0,361,350,185,187,162,489,227,504,410,233,436,233,462,406,414,284,285,423,322,208,331,247
7,1,405,450,476,680,404,585,338,401,504,510,330,372,431,377,561,291,480,609,578,596,451,491
6,0,386,350,461,424,408,449,540,408,240,275,469,463,355,535,239,218,219,259,225,382,385,130
7,1,357,450,345,350,146,586,201,443,275,378,493,500,253,384,605,364,394,634,373,516,230,347
6,0,379,350,327,334,453,281,587,488,260,432,440,390,197,359,395,457,354,599,461,496,447,374
6,0,364,350,223,219,376,237,497,493,351,240,203,219,245,174,285,428,441,228,284,375,280,335
6,1,412,469,352,592,323,532,431,409,481,409,385,463,465,553,526,460,535,402,395,510,563,541
7,0,391,340,243,464,386,427,365,500,482,339,456,371,356,354,524,342,464,296,364,474,426,401
6,1,391,460,328,481,281,614,426,484,294,431,323,332,382,385,546,437,386,432,320,600,279,486
6,1,415,482,433,557,384,560,380,591,578,547,396,561,461,476,374,458,440,424,562,522,376,309
7,1,449,450,424,538,347,243,654,514,361,223,384,481,444,149,503,412,373,586,386,299,497,569
7,1,371,450,558,432,229,412,438,413,329,340,291,383,343,334,605,417,234,475,426,596,279,373
7,1,398,450,520,456,491,507,417,442,618,511,528,368,470,265,263,594,272,324,264,457,534,575
6,0,426,350,454,413,371,608,301,344,412,436,347,482,424,488,441,214,415,465,513,253,459,415
7,0,397,348,280,352,446,272,441,335,453,463,373,318,300,174,295,451,353,257,282,211,276,321
6,0,386,350,482,194,284,294,403,319,368,335,472,237,349,155,411,422,660,514,340,311,332,366
6,0,422,350,406,399,371,308,627,435,390,499,449,305,551,321,423,328,531,291,435,277,373,206
7,1,378,450,557,395,144,440,411,429,198,447,474,493,472,592,316,393,402,427,383,425,238,359
6,1,407,457,337,399,583,382,322,517,272,607,513,440,336,309,495,442,355,361,359,456,293,431
6,0,449,350,347,396,541,387,556,364,536,308,459,193,333,363,551,336,633,323,557,515,489,339
7,0,417,310,368,268,496,295,357,435,414,350,376,187,372,397,240,316,320,274,343,389,393,240
7,0,400,350,269,221,379,375,342,591,392,352,385,289,513,445,360,399,418,361,270,211,384,535
6,0,407,350,615,278,348,349,566,442,543,293,504,358,565,482,455,348,411,378,573,421,323,374
6,0,426,350,536,382,501,574,353,268,515,288,365,355,603,439,585,242,322,213,502,314,497,515
7,1,371,450,227,446,445,392,301,357,387,474,471,417,377,574,508,617,310,445,368,602,407,379
6,0,375,350,239,273,494,347,323,447,431,306,290,434,268,428,582,347,376,433,393,305,345,269
7,1,389,450,142,578,321,373,483,345,342,392,470,585,364,435,366,704,270,517,299,322,421,508
7,1,431,450,275,425,505,441,596,704,351,441,454,496,645,346,390,417,519,516,526,381,256,416
6,1,410,464,336,261,443,593,512,364,466,439,245,384,458,606,507,312,350,412,509,711,460,629
6,0,360,350,226,226,288,298,268,192,567,263,322,414,401,622,252,293,476,486,337,430,330,287
6,1,395,453,459,580,552,284,574,636,294,485,230,328,496,506,387,507,567,385,290,464,551,510
7,0,384,315,423,335,359,340,350,333,354,322,445,236,402,309,479,302,187,374,386,226,549,276
6,0,446,350,289,195,515,353,596,397,337,404,304,352,418,104,310,254,255,499,446,394,517,320
6,0,393,350,317,371,518,301,425,348,464,459,348,596,467,370,444,276,370,282,443,342,426,293
6,1,393,457,456,578,368,427,403,295,380,331,352,215,468,394,480,640,406,539,249,400,594,454
7,0,406,344,432,485,494,201,623,247,372,377,373,418,308,296,401,519,256,299,350,444,341,394
6,0,371,350,402,400,390,211,467,226,425,407,421,439,390,325,444,276,405,300,356,548,453,522
6,0,360,350,383,372,302,245,550,217,190,545,439,301,550,295,550,284,433,361,400,282,439,245
6,1,390,464,511,404,336,321,432,325,233,527,391,460,404,369,428,325,136,493,613,450,464,257
