Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,395,450,252,590,393,502,376,413,232,613,367,438,403,411,375,640,291,411,494,453,355,439
6,1,411,468,282,358,389,425,246,372,422,622,352,560,479,404,362,398,536,494,330,365,213,411
7,1,410,450,355,464,299,647,551,309,363,451,679,455,559,410,304,515,389,442,403,418,249,458
6,0,382,350,499,262,396,238,225,326,344,514,381,356,550,354,380,485,343,357,491,284,248,532
6,0,374,350,602,468,470,386,477,399,348,249,362,402,340,270,342,110,541,324,249,352,510,251
7,1,419,450,438,503,304,307,374,239,351,340,359,419,615,569,429,514,350,642,285,416,401,524
6,0,388,350,527,344,449,298,318,382,427,407,427,360,436,271,324,338,362,395,449,385,352,410
6,1,404,452,514,322,311,396,341,454,380,294,328,371,478,319,310,432,348,606,362,534,326,461
6,0,373,350,365,314,397,294,397,383,63,372,340,410,455,258,320,365,520,561,411,410,355,399
6,1,390,465,325,445,509,320,472,229,413,566,239,526,256,483,339,516,427,518,254,493,555,490
7,0,395,347,376,365,701,160,489,242,373,398,546,320,395,272,358,408,269,378,390,448,455,298
6,1,411,468,420,394,437,446,455,625,379,216,347,530,383,476,554,410,375,444,315,536,341,435
6,1,402,451,391,565,562,556,546,541,438,467,454,253,274,618,352,473,249,404,253,632,421,447
6,0,361,350,343,416,442,370,589,456,488,321,313,340,404,633,391,146,421,327,266,261,453,613
7,0,396,348,278,284,451,284,400,266,263,392,500,238,455,215,558,308,363,338,406,400,417,270
7,0,417,311,618,235,418,560,331,268,275,176,378,311,507,471,361,381,360,75,349,122,192,289
6,0,375,350,397,436,361,330,516,205,451,360,645,342,468,371,217,275,274,356,382,417,231,486
7,1,439,450,373,377,467,366,329,560,423,604,238,527,386,296,538,436,407,493,509,439,479,532
6,1,412,469,353,513,379,456,374,429,449,526,271,502,435,479,423,370,452,683,514,240,345,453
6,1,415,481,474,289,329,500,456,563,630,462,352,569,398,621,658,435,566,533,637,573,550,484
6,1,407,457,437,457,412,476,309,403,487,361,447,471,456,355,274,551,357,473,348,419,382,436
7,0,401,350,506,359,446,408,474,318,386,323,274,298,375,395,418,382,687,320,357,312,369,503
7,0,395,347,354,301,326,366,457,181,441,368,261,308,438,388,336,236,143,386,369,254,254,251
6,1,391,462,564,224,242,520,438,666,478,556,281,269,360,433,312,462,342,454,437,455,501,483
7,1,363,450,332,381,278,493,474,610,329,340,303,460,477,301,366,501,433,296,443,413,379,378
6,0,395,350,465,424,319,312,308,323,236,185,312,767,499,431,464,412,125,425,497,398,338,387
6,1,416,485,490,310,386,286,394,507,495,325,299,408,280,546,376,576,590,533,501,585,449,309
6,1,399,450,578,341,281,292,292,592,346,475,149,431,285,578,474,401,415,370,544,496,358,432
7,1,440,450,431,580,582,548,475,484,560,281,526,559,344,449,277,423,536,369,416,449,542,571
