Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,397,450,471,433,504,618,565,341,523,230,292,368,274,393,261,651,356,469,435,558,474,449
6,0,385,350,433,315,240,232,234,268,288,414,408,305,432,483,447,571,372,264,331,379,429,574
6,1,387,474,364,509,343,686,416,388,538,501,337,326,329,557,132,437,404,449,361,441,438,449
6,0,350,350,283,424,358,361,387,445,391,524,329,219,332,260,287,259,393,305,391,493,259,254
7,0,408,340,397,146,544,524,443,441,424,381,319,231,277,375,574,300,492,595,350,331,369,205
7,1,427,450,430,492,491,402,597,744,209,470,517,410,414,345,484,434,316,387,471,303,354,420
6,0,380,350,378,379,391,258,275,347,323,487,193,531,405,370,284,316,460,327,295,428,233,393
7,1,355,450,453,281,348,466,204,475,363,473,335,326,392,483,262,464,385,463,352,468,371,454
6,1,383,492,470,688,355,513,402,491,588,570,375,295,493,420,359,420,359,484,344,471,314,548
7,0,417,309,262,310,472,310,507,365,265,133,416,425,494,167,413,398,273,161,499,378,499,221
6,0,418,350,318,479,657,435,516,494,400,566,486,49,375,432,420,272,574,266,501,362,321,458
6,0,418,350,526,325,434,487,344,319,508,453,443,296,456,398,338,308,444,382,443,430,477,424
6,0,446,350,559,361,372,428,474,418,618,407,612,278,418,248,421,417,450,213,399,314,621,248
7,1,365,450,171,565,401,396,413,367,387,599,334,496,383,547,288,150,415,406,239,386,534,441
6,0,424,350,388,343,268,260,500,243,382,574,419,330,206,366,481,337,447,270,384,368,494,381
6,0,420,350,232,362,437,395,560,513,351,270,432,470,196,405,442,377,277,390,573,324,513,240
7,1,438,450,231,314,390,455,566,409,467,525,413,476,411,141,315,588,388,538,233,465,418,400
7,0,392,340,453,406,331,387,331,185,377,325,445,223,485,286,356,455,434,294,415,439,520,493
6,1,385,482,354,414,292,493,353,564,532,539,393,416,546,396,440,506,348,527,535,396,348,406
6,0,372,350,481,567,328,310,396,384,254,520,69,414,402,451,467,491,333,300,392,230,417,282
7,0,399,350,225,302,541,362,404,317,345,301,422,438,244,304,200,355,481,446,329,381,333,585
7,1,352,450,417,357,344,391,368,706,480,502,203,443,333,443,415,652,419,400,255,280,366,525
7,0,410,336,434,395,513,258,414,554,220,321,330,454,270,351,377,293,469,287,332,333,274,270
6,1,388,471,444,338,204,591,497,388,446,508,378,396,297,468,472,391,386,400,527,590,493,510
7,0,407,344,399,532,284,314,303,219,362,412,261,271,534,360,427,410,421,262,461,251,320,283
7,1,381,450,391,303,311,497,449,346,452,603,328,522,371,362,367,425,379,369,358,567,428,496
6,1,409,461,343,388,374,552,282,397,409,491,403,462,360,378,362,469,555,528,562,530,496,325
6,1,396,452,482,534,306,440,382,335,546,592,351,385,316,517,351,490,565,597,383,471,379,398
6,0,377,350,444,371,404,401,356,405,312,266,495,372,273,405,240,410,534,387,500,252,348,391
6,0,446,350,477,339,484,477,454,465,473,349,517,547,388,248,481,408,508,245,500,292,450,395
7,0,384,317,406,47,406,419,693,265,219,344,387,263,538,270,137,396,355,269,370,300,348,311
7,0,404,347,478,423,345,381,297,314,697,413,404,386,383,149,475,320,564,297,502,195,405,345
7,1,394,450,404,274,448,418,556,511,466,416,255,510,425,477,454,399,481,533,437,558,481,469
6,1,403,451,502,455,311,317,562,476,475,649,423,429,457,470,509,472,423,409,486,336,316,361
7,0,389,332,487,450,279,12,323,311,380,248,461,287,390,207,440,432,394,373,589,353,394,314
7,1,363,450,183,682,350,356,453,385,404,427,361,486,397,433,297,565,67,474,355,495,332,447
6,1,400,450,566,402,375,478,351,587,297,538,300,636,341,304,394,300,362,468,436,653,470,372
6,1,396,452,481,585,322,249,489,459,330,505,488,373,448,521,349,468,330,628,358,394,443,502
7,0,407,344,466,551,444,420,473,365,450,420,317,307,367,352,416,436,249,173,295,405,478,317
6,1,394,454,292,512,329,585,576,304,401,442,437,371,512,447,431,425,257,385,338,501,350,527
6,1,391,462,432,509,387,472,531,485,495,437,461,341,257,378,483,454,498,456,444,543,324,417
6,0,420,350,428,505,344,279,411,466,351,361,489,335,581,397,357,417,494,374,206,358,507,611
7,1,380,450,460,495,382,284,426,447,283,481,345,591,250,424,364,503,394,469,223,465,311,332
