Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,0,414,324,438,366,395,265,566,217,524,389,558,147,416,246,574,278,305,408,435,397,520,328
6,0,366,350,418,398,324,476,353,324,335,412,520,509,466,496,253,64,211,289,306,430,248,377
6,0,371,350,267,304,204,442,452,246,623,386,336,193,389,447,462,346,326,545,417,270,124,592
6,0,378,350,552,344,268,358,436,248,350,280,357,362,281,370,569,381,320,367,416,259,497,451
6,0,377,350,319,359,310,201,480,130,257,213,305,364,411,449,561,366,410,115,317,162,504,388
7,0,418,306,435,183,429,303,493,402,424,249,209,264,373,318,413,117,343,332,353,343,291,511
6,1,384,485,536,435,337,583,328,393,478,527,298,549,371,480,478,424,362,575,377,477,203,578
6,0,359,350,239,249,269,185,395,356,423,153,292,353,345,346,431,427,292,401,404,268,662,464
7,0,389,333,391,449,396,240,314,141,384,320,537,213,607,324,378,482,377,421,228,370,408,300
6,0,449,350,324,409,550,198,319,482,436,170,509,552,424,566,375,218,617,142,396,304,248,396
7,1,351,450,199,479,515,431,352,435,505,297,332,464,338,407,410,319,381,494,431,513,313,415
7,1,367,450,266,537,551,501,324,360,502,520,352,434,487,505,347,421,324,236,362,385,366,375
6,1,390,463,330,439,401,338,567,404,339,512,371,431,403,481,623,467,319,436,262,536,529,447
6,0,377,350,396,430,274,286,489,269,509,339,251,247,499,316,258,426,320,336,314,198,292,273
7,1,351,450,328,501,414,434,370,381,384,482,456,463,336,419,163,567,424,591,230,322,219,397
6,1,399,450,305,301,549,418,351,566,380,579,131,576,311,547,412,417,479,471,379,493,490,501
7,1,392,450,317,419,512,501,413,248,283,341,467,449,479,466,240,291,428,471,437,342,303,321
7,1,438,450,383,584,377,410,389,432,273,489,428,469,361,518,386,469,442,423,448,415,557,359
7,0,418,307,424,230,519,360,220,494,353,410,219,234,581,213,310,301,532,511,296,288,495,332
6,1,390,464,534,601,322,390,284,694,327,354,681,568,440,508,613,382,519,603,375,415,450,401
6,1,405,453,475,333,407,264,568,400,415,469,442,397,406,414,373,545,508,451,399,487,255,384
7,1,384,450,163,357,430,456,399,536,498,492,475,345,396,520,520,580,675,546,537,437,382,572
6,1,384,487,271,494,487,409,372,554,421,391,423,657,308,750,357,439,375,406,321,471,516,488
7,0,412,331,363,252,446,357,332,318,424,393,322,218,408,479,467,356,364,394,429,251,579,438
6,0,419,350,557,423,358,328,531,357,544,367,461,462,478,453,390,452,356,275,383,284,395,257
7,1,437,450,238,495,356,616,495,448,413,471,648,351,486,330,540,375,646,596,459,505,412,439
6,0,387,350,330,404,389,307,323,437,303,437,633,287,431,375,248,464,315,250,398,353,370,377
