Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,0,395,347,468,277,496,319,397,134,388,486,438,318,484,386,435,467,432,453,354,443,517,274
7,0,405,347,383,362,369,252,319,364,488,352,445,397,379,193,370,170,310,359,248,350,573,305
6,1,383,490,398,538,430,534,416,516,273,541,331,384,285,496,421,480,403,501,566,545,353,565
6,1,404,453,555,436,396,189,372,455,366,525,498,517,548,142,320,413,245,594,451,198,270,540
7,0,394,344,347,312,446,465,448,287,540,149,329,295,329,422,606,242,387,220,288,198,245,352
7,0,395,347,320,369,427,400,541,353,408,505,252,424,337,334,592,401,379,385,381,214,397,450
6,1,397,451,395,297,474,352,291,271,384,494,361,319,434,583,471,585,309,481,347,660,435,379
7,0,383,309,360,325,280,461,319,168,369,382,206,225,435,398,526,312,473,338,559,283,210,194
7,0,395,347,445,366,382,414,308,270,448,451,442,330,393,550,239,252,488,424,383,187,644,514
6,0,391,350,436,352,348,159,222,265,440,438,354,218,369,288,347,420,321,423,620,238,425,430
7,0,397,349,442,189,316,440,355,353,398,495,496,269,349,209,357,270,275,334,644,266,390,367
6,1,395,454,211,554,259,426,435,426,499,333,371,534,341,429,344,505,350,520,475,537,374,336
7,0,390,336,570,342,387,365,439,315,342,328,250,378,300,245,518,384,249,339,555,419,494,410
6,1,408,460,295,459,396,399,491,524,440,412,362,327,491,404,455,516,661,577,434,407,532,474
7,1,392,450,35,505,409,728,220,348,337,428,488,394,328,609,216,324,417,501,315,341,427,599
7,1,394,450,543,500,470,477,303,489,291,362,571,410,589,482,317,454,538,537,238,622,612,451
6,1,409,460,465,465,577,513,271,473,578,431,306,425,466,481,209,386,453,450,559,469,338,470
6,0,353,350,290,311,285,304,297,301,108,662,427,348,363,368,457,309,306,103,315,284,278,391
6,0,398,350,500,422,475,434,523,411,392,500,228,364,374,476,443,529,392,192,424,267,414,286
7,1,447,450,347,545,501,237,436,434,582,506,437,353,439,422,453,381,523,622,431,438,434,613
7,1,363,450,375,340,337,442,324,727,405,577,537,381,301,409,292,674,306,513,209,417,350,441
7,0,413,327,377,152,410,392,228,333,275,258,497,330,622,318,324,386,352,301,366,241,441,233
6,0,440,350,486,365,486,337,335,12,466,199,368,274,489,395,527,432,446,536,359,295,605,468
7,1,354,450,309,344,270,595,417,522,354,404,159,427,192,450,512,565,553,450,255,440,192,369
6,0,408,350,309,230,473,304,451,326,205,488,444,299,382,393,497,307,385,330,399,260,586,284
7,1,372,450,393,434,245,658,442,459,451,531,244,542,291,346,519,358,268,554,520,461,364,543
7,1,376,450,506,559,522,453,306,624,198,422,261,359,339,365,509,613,402,356,502,383,366,383
7,0,396,348,383,356,202,398,406,302,446,313,490,192,377,430,364,199,427,357,400,540,456,291
7,0,405,347,410,299,460,337,210,311,484,393,425,269,291,424,365,277,523,339,423,359,429,162
6,1,392,458,489,516,161,489,492,566,295,384,386,294,252,392,572,442,289,499,530,487,411,525
6,0,435,350,189,487,403,356,456,344,234,424,536,195,505,352,597,289,615,273,307,413,283,190
6,1,382,493,484,540,354,577,480,540,340,492,233,451,327,484,441,218,382,532,369,720,194,500
7,0,388,328,484,329,413,465,378,220,474,366,312,202,527,384,438,394,535,400,481,311,314,378
7,0,395,346,390,270,286,301,158,364,586,272,395,275,403,441,329,257,505,416,421,308,389,279
