Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,0,435,350,329,279,395,328,265,459,480,345,270,216,443,528,288,404,502,427,455,231,274,439
7,1,357,450,451,281,534,257,276,330,303,530,361,376,500,487,330,394,240,373,229,455,263,589
7,0,393,343,442,174,491,375,428,305,467,480,312,141,275,363,345,473,432,216,574,413,401,170
6,1,390,463,540,499,683,428,598,428,324,468,520,499,315,641,372,472,541,415,346,441,417,396
6,0,369,350,343,315,416,473,278,451,470,277,302,326,563,403,258,252,433,271,486,581,333,230
6,0,372,350,384,287,322,338,278,285,403,419,594,297,154,466,288,319,377,382,259,233,444,356
6,1,406,455,404,329,281,427,374,334,434,431,437,432,281,579,507,386,417,667,242,559,422,323
7,1,380,450,371,289,240,446,528,573,461,400,245,508,506,519,471,527,348,561,439,443,535,340
6,1,400,450,308,417,423,237,419,554,360,354,229,459,509,400,333,248,509,458,459,503,411,491
7,0,396,348,490,409,389,230,433,179,415,245,404,363,253,307,448,299,266,307,395,442,321,284
7,0,398,349,465,438,425,520,402,184,403,571,341,376,412,381,377,406,399,432,432,281,317,327
7,0,400,350,333,439,537,503,416,457,375,305,466,325,348,271,414,429,540,446,343,185,479,389
6,0,436,350,558,431,451,508,344,241,413,483,435,513,537,201,433,396,299,205,551,402,491,455
6,1,410,464,504,503,462,199,386,445,422,407,585,529,295,393,356,335,353,299,541,556,479,567
6,0,414,350,456,351,557,318,369,200,409,375,421,399,495,324,457,407,384,358,310,420,427,512
6,1,414,479,411,688,178,494,358,394,688,475,413,416,445,389,338,391,398,670,509,553,579,345
6,0,424,350,249,403,453,390,511,369,512,344,503,536,403,269,410,505,644,242,264,403,412,445
7,1,352,450,291,431,402,301,367,512,300,404,330,500,361,305,234,526,461,441,418,411,287,491
6,1,414,477,299,631,486,448,517,568,507,351,482,548,503,330,502,368,313,434,450,402,372,432
7,1,398,450,304,368,253,423,563,361,388,475,383,244,290,379,233,429,430,300,394,643,412,598
6,0,353,350,318,375,465,543,471,318,311,224,485,290,230,328,508,614,451,206,199,288,292,381
7,1,354,450,348,529,425,489,525,328,254,387,246,564,178,416,364,304,269,389,417,388,218,402
7,0,413,326,319,372,488,389,473,276,490,295,410,268,329,362,366,257,524,435,321,348,326,257
7,1,379,450,456,522,518,451,453,414,354,618,413,320,297,382,310,404,165,383,465,528,489,436
6,1,384,484,380,470,444,463,306,515,162,537,343,387,557,470,430,483,236,412,337,404,449,658
7,0,417,310,412,343,471,290,549,251,488,466,429,403,380,145,468,191,236,342,452,293,309,202
7,0,404,347,547,347,475,320,328,398,364,451,495,521,428,503,459,460,382,440,412,252,568,426
7,1,352,450,422,593,410,364,372,618,330,326,313,420,366,366,261,281,357,273,299,553,400,427
6,0,413,350,472,355,449,218,229,319,404,348,593,313,502,467,413,590,368,197,331,341,482,565
6,1,416,484,476,537,417,404,498,485,387,509,221,536,487,492,397,492,231,578,244,470,551,396
7,0,400,350,401,361,365,239,321,381,284,227,417,421,317,321,259,287,264,294,395,491,424,254
6,0,379,350,433,362,287,239,311,80,467,162,535,456,446,479,495,171,318,393,306,443,349,249
7,0,388,331,423,448,297,381,346,130,285,311,484,116,334,334,439,273,407,64,497,115,390,380
6,1,391,462,345,584,327,524,627,227,261,617,576,535,405,428,421,628,354,427,457,703,407,588
6,0,375,350,248,355,228,360,475,353,391,295,265,260,446,77,322,348,334,265,589,423,370,321
7,1,375,450,199,393,413,745,453,619,269,363,332,288,395,476,373,472,244,426,183,557,207,441
6,1,416,484,314,559,409,565,454,517,397,512,316,400,561,472,411,364,326,553,409,491,250,598
6,1,384,487,384,461,348,495,370,660,249,311,512,551,535,621,545,521,78,625,234,412,404,387
6,0,434,350,482,338,390,267,450,286,387,450,469,222,476,173,360,310,534,376,326,361,538,433
7,1,411,450,404,236,425,223,210,409,493,457,498,470,582,539,468,475,241,360,412,366,417,360
7,0,404,347,300,372,256,463,524,486,514,548,489,173,505,206,526,288,473,421,368,535,511,108
7,0,386,321,420,225,455,312,491,394,327,288,364,402,546,361,328,338,400,332,457,416,244,277
6,1,397,452,435,394,441,548,370,529,399,188,465,403,518,381,350,351,475,608,401,282,433,560
6,1,392,459,344,424,184,336,465,423,373,452,373,417,497,485,385,542,241,524,416,485,320,490
6,1,384,486,469,450,227,530,469,540,553,204,491,455,455,483,504,519,427,150,253,566,291,477
7,0,387,326,509,217,289,77,264,409,529,394,405,396,522,213,266,277,347,527,486,304,534,382
6,1,398,451,279,469,333,360,449,606,456,648,479,482,414,526,424,350,568,334,471,369,201,424
6,1,401,450,450,510,598,258,416,562,441,333,500,525,340,565,293,469,378,574,516,325,538,298
7,0,410,335,572,342,421,423,492,416,525,270,310,365,477,496,362,257,522,224,530,299,461,353
6,1,383,489,462,601,551,414,369,442,341,440,387,555,467,550,322,560,363,437,398,524,329,502
7,1,369,450,367,432,400,494,405,330,342,403,461,356,342,423,532,376,516,473,416,640,387,492
6,0,382,350,358,384,315,294,503,431,300,331,194,254,505,319,346,366,292,354,410,35,481,296
6,0,447,350,503,348,583,634,410,308,590,272,369,217,236,206,600,113,246,449,426,241,594,427
6,1,386,477,267,447,400,516,455,692,335,479,206,474,334,298,418,402,266,469,531,532,412,580
7,0,406,346,307,355,398,367,542,327,271,416,524,330,394,311,449,370,505,379,452,364,431,339
6,0,445,350,348,262,587,317,313,233,417,470,435,106,317,333,486,281,477,266,452,263,361,459
7,1,418,450,454,676,503,483,410,524,229,302,251,341,430,262,463,361,497,582,227,492,422,573
6,1,410,463,382,522,539,568,271,331,349,403,403,400,443,445,349,493,301,349,375,347,375,416
6,1,396,452,282,302,327,600,498,493,505,346,397,441,337,448,406,576,396,454,370,340,372,454
7,1,430,450,307,412,463,353,679,222,484,570,333,476,438,442,335,435,364,529,435,196,457,388
