Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,1,408,458,393,375,460,366,403,452,493,553,405,476,564,521,557,501,443,462,381,464,329,192
7,1,401,450,444,176,576,327,393,396,389,395,539,354,476,478,475,759,320,365,474,542,335,217
7,0,406,346,235,261,443,289,428,332,377,376,317,325,309,348,348,496,310,297,504,245,172,487
6,1,396,453,442,367,135,438,487,482,235,399,373,354,279,325,493,294,267,483,470,585,578,493
6,1,403,451,513,541,354,514,321,434,421,427,258,491,316,529,550,626,407,534,537,422,362,478
6,1,396,453,424,463,397,538,403,574,425,413,434,490,408,728,421,798,212,474,375,400,362,560
7,1,415,450,559,247,382,525,371,520,477,640,259,587,460,521,398,443,459,493,325,340,394,505
7,0,390,336,422,321,401,338,138,402,273,404,400,347,395,341,187,490,411,413,527,428,286,423
7,0,415,320,475,319,384,354,321,409,539,247,456,351,383,391,432,400,329,491,541,219,480,434
7,1,441,450,382,474,359,435,307,479,478,453,544,271,384,423,469,414,459,370,337,294,399,406
7,1,366,450,304,351,325,495,311,519,437,496,312,488,245,437,446,559,294,482,410,500,388,558
7,0,406,344,246,132,435,275,397,313,301,383,290,166,505,374,392,178,411,363,358,381,400,474
7,1,397,450,446,543,323,555,564,470,423,473,480,423,273,579,423,480,589,248,343,404,369,519
6,1,392,458,352,461,430,523,419,409,463,219,456,492,353,417,300,414,405,499,130,414,495,437
6,1,396,453,302,463,531,477,576,306,311,481,155,548,202,425,383,720,389,396,302,552,548,300
7,1,444,450,388,534,379,567,446,372,461,237,441,493,332,420,470,400,328,684,453,402,480,557
7,0,394,344,437,281,375,455,353,495,260,313,335,444,371,258,421,487,301,142,352,468,389,456
6,1,392,460,577,419,598,414,531,184,344,356,235,516,303,331,383,399,338,397,288,316,541,469
6,0,434,350,385,267,387,167,547,212,562,301,333,481,444,360,448,196,551,557,669,393,383,453
6,0,414,350,315,393,564,567,476,504,378,414,550,542,512,384,534,404,532,367,497,172,339,255
7,1,414,450,535,416,404,464,456,542,610,259,419,395,331,440,529,137,378,506,507,394,493,512
7,0,409,340,384,348,234,96,369,570,250,224,265,306,496,423,277,307,375,403,396,319,455,405
6,0,394,350,258,321,241,357,373,513,612,280,300,376,459,204,276,345,338,329,325,328,606,436
6,1,412,470,381,467,401,265,487,304,381,559,338,573,329,476,561,379,276,511,284,448,496,416
7,0,395,346,556,355,338,270,328,304,402,243,457,222,396,431,352,554,316,423,333,409,369,252
6,1,393,456,579,493,581,421,396,519,501,402,496,541,487,343,365,473,410,682,446,587,421,451
7,0,388,330,323,371,227,288,444,455,402,491,276,357,542,401,437,505,537,239,384,237,377,442
7,0,405,346,594,503,443,275,485,379,417,244,383,295,452,465,471,276,221,266,492,429,412,427
6,1,386,477,314,409,491,465,397,461,516,551,249,472,418,531,329,540,253,479,388,572,442,216
