Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,405,450,433,412,424,308,262,425,233,310,403,613,425,587,483,413,196,252,369,421,463,379
6,1,389,467,365,415,424,481,371,471,396,367,385,619,523,497,507,377,409,557,428,578,465,528
7,1,424,450,371,470,288,308,530,397,469,363,400,525,439,416,498,603,493,483,475,553,467,382
6,1,398,450,332,596,511,475,289,347,612,552,639,546,434,627,361,480,328,410,276,583,395,455
6,1,388,470,540,389,424,410,468,354,407,444,332,647,604,303,396,504,398,530,292,574,352,459
6,0,389,350,300,330,59,509,468,360,409,471,299,532,403,374,315,296,439,450,292,518,405,385
7,1,424,450,352,535,594,476,335,492,279,225,342,521,395,745,375,271,380,324,273,571,384,521
6,1,397,452,414,383,320,263,339,513,271,499,310,421,333,509,451,517,419,527,630,459,443,556
7,0,387,326,454,246,145,180,488,150,411,351,508,254,413,248,303,231,271,305,425,219,437,263
7,0,414,324,434,309,323,202,516,174,582,388,252,350,515,184,417,249,349,237,317,562,254,271
7,0,387,328,316,287,316,430,559,452,296,523,339,107,360,435,387,199,407,289,395,291,345,351
7,0,406,345,457,449,457,323,364,411,381,326,295,256,505,84,476,273,488,180,380,355,322,176
6,1,389,468,309,603,340,619,245,422,345,525,419,391,401,585,399,407,438,480,375,439,489,404
7,1,399,450,296,343,308,320,362,340,454,492,445,448,449,439,344,513,388,513,340,419,378,633
7,1,450,450,356,645,335,598,495,341,585,531,510,286,358,645,465,446,408,308,354,372,467,496
7,1,426,450,465,523,560,494,524,595,417,473,440,519,276,467,359,512,570,306,260,599,435,472
6,0,407,350,413,301,425,266,437,110,415,282,432,282,432,460,245,286,421,331,430,259,417,429
7,1,386,450,341,380,267,563,283,364,437,452,170,569,320,269,378,331,520,276,368,536,341,444
6,0,444,350,154,471,129,234,305,364,407,265,469,400,579,502,397,420,522,284,461,264,471,405
6,1,406,455,388,630,376,528,557,603,287,427,268,561,297,623,248,554,428,306,189,460,437,12
7,0,409,339,358,433,342,227,451,239,461,352,525,453,550,439,567,332,401,239,416,215,391,293
7,1,372,450,226,415,366,380,353,492,167,461,365,563,379,410,635,459,382,484,253,429,475,515
7,0,413,328,317,217,571,144,402,367,380,75,325,276,455,152,164,354,500,388,386,437,444,493
7,0,418,307,476,381,494,255,341,390,297,300,322,298,440,246,523,340,463,194,312,333,593,173
7,0,387,326,263,321,382,460,417,324,564,107,351,321,444,538,531,524,543,402,331,255,219,511
7,0,387,327,344,382,309,490,439,328,309,470,507,316,551,154,302,343,301,206,315,551,430,276
7,0,411,334,298,315,488,152,473,332,351,260,448,346,359,418,222,388,310,413,433,411,184,525
