Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,389,450,301,469,345,388,355,487,505,345,505,527,340,490,407,295,356,456,418,531,471,347
6,0,448,350,455,464,402,415,447,432,206,475,376,506,450,390,513,290,544,315,531,415,438,310
7,0,400,350,275,399,347,325,483,256,368,298,458,152,232,390,472,320,436,291,373,401,357,432
7,1,407,450,380,415,403,453,356,417,344,425,394,455,435,309,276,445,306,472,479,489,297,542
7,1,426,450,557,552,393,588,341,590,303,391,606,324,330,447,541,716,386,598,681,443,551,486
6,0,388,350,385,367,157,322,365,334,539,417,549,351,330,292,241,429,476,362,413,348,451,526
7,1,406,450,573,511,438,546,532,457,451,213,300,473,364,355,543,496,316,469,489,323,373,380
7,1,399,450,592,374,347,311,397,498,500,542,518,525,410,291,324,528,352,273,427,733,435,394
7,0,392,342,376,432,556,204,455,200,421,311,387,134,514,341,199,367,231,155,397,451,330,554
6,1,391,462,242,648,266,497,259,660,220,503,231,566,416,321,231,408,447,480,514,445,299,610
6,0,363,350,411,206,324,320,346,396,328,271,450,236,110,493,274,448,216,262,279,429,398,308
7,1,366,450,393,381,283,494,244,370,210,361,243,505,403,345,228,600,395,381,334,233,404,497
7,1,425,450,218,243,388,414,400,585,307,379,631,296,511,401,444,653,359,515,476,436,294,475
6,0,385,350,448,322,611,401,417,399,381,318,336,330,352,377,278,444,193,359,285,302,401,418
6,0,373,350,339,490,356,468,389,319,334,417,396,480,239,363,356,472,369,372,476,336,310,237
7,0,416,315,377,383,414,292,486,348,376,279,322,318,307,219,424,288,518,153,247,426,349,392
7,0,418,307,374,299,511,281,566,300,524,350,358,169,328,177,403,154,513,485,507,269,308,340
6,1,391,461,687,436,329,222,264,557,485,663,283,531,448,498,493,431,348,276,335,575,296,442
6,0,366,350,344,414,331,356,649,491,139,145,338,533,248,280,471,386,363,220,332,408,315,433
7,1,384,450,362,385,454,392,665,469,210,409,150,545,419,486,226,402,271,455,462,532,258,360
6,0,406,350,312,408,261,521,370,391,598,479,425,223,344,175,403,296,322,360,370,252,433,331
6,0,406,350,288,162,441,102,373,370,413,370,311,413,420,357,403,465,367,317,379,346,341,462
6,0,358,350,601,234,539,309,453,374,505,414,236,196,292,224,232,454,332,474,427,237,540,279
7,1,386,450,379,525,316,388,390,590,292,461,513,343,517,571,482,465,532,377,295,505,206,496
7,1,415,450,421,394,505,327,532,420,480,265,316,400,520,623,415,603,343,491,324,438,336,393
7,1,444,450,359,458,498,422,404,398,386,504,317,319,511,480,567,499,485,426,370,438,443,532
6,0,397,350,564,283,570,304,190,366,301,223,441,375,334,102,283,336,529,278,355,440,427,526
6,1,409,462,298,620,427,490,421,490,382,359,500,430,378,285,417,503,378,608,392,460,311,481
7,0,386,324,279,80,285,497,350,321,397,260,225,301,606,387,700,351,342,322,242,405,460,319
7,1,428,450,218,474,423,551,464,452,195,632,510,571,404,426,369,441,384,454,646,408,503,447
6,1,408,459,507,379,401,430,147,550,356,418,545,481,441,413,398,518,469,485,279,642,436,458
6,1,416,485,466,525,393,461,409,364,547,447,371,366,434,535,193,602,673,544,402,492,418,441
7,0,385,317,277,380,415,312,250,544,386,246,506,421,397,170,280,156,307,250,469,484,427,421
7,1,359,450,255,344,347,660,408,399,276,252,212,594,467,363,443,466,451,441,198,580,473,490
7,1,370,450,393,387,327,383,452,616,248,550,278,424,354,346,321,506,321,561,494,607,268,385
