Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,0,417,309,425,330,378,284,304,279,462,297,440,212,540,380,258,162,371,344,364,312,411,308
7,1,382,450,400,497,253,498,368,420,264,498,457,360,377,497,454,342,228,593,344,302,480,400
7,0,408,341,403,328,516,535,371,259,356,269,310,309,400,311,551,156,459,178,540,363,465,241
6,1,407,458,438,612,282,670,388,391,366,374,402,458,443,616,415,603,329,395,363,526,503,640
6,1,402,450,278,237,316,465,291,405,439,507,298,354,367,490,324,379,513,507,578,327,402,332
7,1,407,450,411,216,379,306,602,435,575,455,279,306,403,454,424,485,311,399,437,206,547,402
7,1,412,450,311,536,420,377,308,373,335,556,387,467,442,371,577,326,504,446,318,439,429,331
7,0,385,319,298,367,332,206,336,229,449,437,398,333,450,281,234,352,381,232,489,200,298,323
7,0,400,350,243,396,340,483,478,170,548,433,347,533,381,312,182,232,633,384,474,331,476,395
6,1,400,450,404,367,344,404,362,370,558,491,374,255,423,365,380,521,392,462,435,478,479,428
7,0,390,337,290,271,372,365,400,276,394,458,400,475,500,200,470,336,191,269,420,324,654,261
7,1,368,450,439,365,270,474,382,468,436,254,414,417,330,508,598,345,368,400,375,508,431,357
6,0,410,350,344,626,444,378,463,345,451,356,528,128,423,413,572,484,436,303,339,262,375,400
7,0,388,331,352,283,500,378,207,390,429,433,373,284,350,277,207,101,458,377,278,496,402,311
6,0,443,350,371,265,581,316,771,342,225,395,416,210,471,546,364,368,470,319,421,324,523,459
7,1,434,450,461,476,368,334,392,530,541,475,470,438,370,589,601,719,366,496,193,384,407,459
7,0,416,313,360,371,271,499,360,309,315,290,546,89,378,219,471,206,394,279,378,331,368,87
6,0,403,350,370,494,421,368,527,385,450,367,504,206,469,400,288,529,345,493,494,196,236,260
6,1,412,470,266,605,413,495,544,417,459,505,470,538,579,419,445,343,545,518,309,647,108,359
6,1,405,453,399,385,491,511,537,285,483,403,438,468,452,450,314,321,281,500,360,650,337,583
6,0,363,350,462,488,278,382,379,323,452,257,233,241,426,251,458,247,276,417,547,356,440,269
7,1,435,450,448,648,328,405,414,402,631,508,407,536,376,507,489,453,531,412,468,448,660,334
6,0,414,350,492,499,447,332,340,330,364,373,650,358,358,412,259,437,331,213,359,382,526,478
7,1,420,450,372,565,416,404,423,335,420,356,441,707,599,490,368,416,331,434,442,459,504,379
6,0,395,350,350,136,382,295,221,417,374,296,385,212,426,253,534,401,344,399,467,67,375,530
6,1,392,460,459,343,487,439,503,669,423,494,571,474,397,496,345,549,316,471,389,536,316,379
6,0,446,350,452,447,439,464,634,397,447,363,303,432,325,251,434,459,640,317,492,400,487,579
7,0,410,336,414,199,469,119,350,428,463,329,398,316,339,347,205,416,439,202,431,420,434,225
6,1,382,495,394,614,269,491,374,463,110,586,234,514,370,628,315,367,309,473,238,419,261,639
6,0,364,350,477,385,402,194,400,256,314,359,319,414,544,451,479,437,230,346,348,402,449,409
7,0,384,316,336,275,287,348,401,386,477,399,220,393,351,270,384,267,224,300,627,306,668,438
7,1,385,450,321,495,360,537,291,309,467,397,336,528,321,299,321,277,386,436,248,344,675,330
7,1,397,450,360,477,452,136,421,223,306,417,342,567,436,309,475,301,412,419,614,369,348,481
6,0,423,350,406,468,304,213,499,516,367,237,344,347,367,283,446,544,621,515,442,446,528,357
7,1,352,450,227,466,329,461,309,512,487,323,326,488,310,441,366,444,253,532,495,229,491,381
7,1,425,450,471,350,507,416,618,473,444,353,355,575,453,428,370,347,470,317,468,398,337,518
7,0,400,350,468,287,369,329,356,531,520,287,401,300,418,410,474,394,381,391,405,391,389,456
7,0,385,318,399,326,337,338,325,252,278,196,348,327,406,199,356,140,289,241,598,460,446,71
6,0,399,350,581,232,193,301,433,292,437,445,412,592,224,378,316,497,250,423,345,452,346,266
6,1,388,470,458,465,355,544,322,310,269,671,360,414,491,496,336,320,445,516,341,607,362,399
7,1,449,450,336,547,397,421,475,546,560,559,509,460,322,590,553,565,476,349,415,503,426,634
7,1,358,450,425,442,310,416,348,424,400,566,252,447,359,560,277,547,412,275,298,471,324,496
7,0,395,347,377,135,588,412,410,235,303,388,264,253,422,330,407,294,480,239,449,319,193,365
6,1,416,486,515,547,467,471,425,488,371,388,502,690,334,454,428,531,421,575,359,683,375,552
7,0,414,322,395,145,359,307,494,459,396,456,666,214,518,456,497,353,185,358,443,173,513,254
6,0,428,350,449,401,392,527,302,379,434,420,340,510,421,312,571,376,604,372,504,336,208,367
6,1,383,492,512,627,75,682,409,540,308,446,262,587,414,428,267,493,518,732,237,584,197,648
6,0,423,350,573,256,342,304,515,249,489,281,584,415,492,299,196,384,367,334,525,242,615,388
7,1,360,450,387,404,405,465,175,485,198,352,255,467,318,360,420,392,500,504,338,635,347,510
7,0,401,350,349,419,417,282,317,307,412,268,260,252,439,263,374,431,458,493,496,318,431,497
6,0,357,350,288,312,308,460,223,435,440,361,384,349,180,395,407,388,519,256,577,416,366,318
7,0,413,328,503,433,442,189,385,346,366,473,522,277,469,389,555,340,476,300,467,502,365,323
7,1,375,450,295,607,344,513,306,390,546,493,343,404,252,433,371,596,295,463,480,556,449,481
6,0,372,350,305,348,194,478,452,278,449,415,428,309,431,335,532,397,236,331,355,217,469,201
6,1,388,469,386,345,221,549,437,413,534,464,361,579,486,320,279,379,451,396,566,519,377,450
6,1,401,450,330,422,269,509,510,533,471,354,279,572,410,421,450,591,497,409,545,535,486,500
6,0,406,350,366,282,304,562,370,38,328,452,423,233,295,368,335,113,573,439,502,421,342,279
6,1,385,480,436,582,352,572,413,479,395,427,387,532,373,429,526,415,340,491,312,447,359,284
7,0,406,345,535,289,479,249,216,534,503,249,419,353,254,528,281,312,348,428,458,232,406,54
6,0,395,350,282,341,337,371,393,322,227,250,576,119,442,443,194,237,296,325,296,357,482,480
7,0,394,346,377,335,413,405,377,358,366,366,461,73,467,412,319,315,477,260,464,252,284,314
7,0,385,318,506,392,605,480,298,147,207,187,402,209,391,200,173,310,497,318,337,472,541,140
6,1,397,451,535,501,309,396,225,578,395,601,437,509,389,533,379,535,476,506,492,322,356,399
7,1,412,450,357,537,512,313,475,370,271,339,336,512,451,450,585,467,346,384,302,359,348,417
6,1,385,481,498,479,516,481,324,351,253,612,305,319,455,487,434,543,324,531,430,641,263,546
6,0,399,350,396,516,421,196,331,444,400,290,299,345,450,373,385,424,520,486,404,321,240,277
7,0,392,342,429,331,540,393,384,285,383,263,252,529,478,177,507,513,580,353,515,394,350,370
7,0,415,317,369,411,304,312,247,314,318,361,649,366,351,544,537,281,397,377,484,250,366,138
6,1,412,470,412,471,223,322,356,463,340,298,345,574,564,247,232,470,402,604,323,415,495,530
6,1,416,486,429,487,489,507,296,355,564,374,359,558,537,564,483,444,328,600,487,424,400,472
7,1,383,450,163,580,330,494,165,416,372,434,319,390,447,423,545,377,240,477,346,339,432,660
6,0,406,350,428,407,471,268,214,340,445,382,314,299,528,482,405,342,408,262,362,351,377,540
6,1,407,457,513,392,367,392,425,564,473,589,360,518,516,299,506,290,402,441,412,379,426,448
6,0,391,350,462,264,290,404,383,211,409,442,355,393,420,483,391,312,401,417,559,386,485,144
6,0,434,350,410,291,402,236,454,200,426,201,334,440,377,272,383,371,322,301,342,368,461,358
7,1,383,450,429,407,264,458,323,340,417,477,369,254,357,530,328,553,459,374,355,377,316,483
7,1,441,450,486,488,411,483,338,526,354,616,408,366,378,467,453,379,454,521,432,341,350,448
6,1,394,455,390,328,465,469,592,643,304,308,534,633,439,300,492,380,65,470,380,610,388,275
7,1,433,450,493,361,543,510,386,364,500,465,538,419,476,428,666,577,369,320,283,346,375,454
7,0,401,350,554,447,435,395,434,318,310,250,461,439,463,480,377,172,449,383,564,379,428,250
7,1,408,450,369,396,466,526,434,386,283,457,448,288,313,470,290,531,409,517,397,387,427,573
6,0,357,350,389,264,439,367,310,472,270,322,346,238,314,439,264,324,390,411,400,339,360,343
6,1,387,472,428,574,539,383,291,470,433,429,490,404,424,631,527,344,502,441,351,619,419,416
7,0,415,319,520,173,239,321,414,316,347,377,432,355,474,201,470,262,561,378,520,211,289,295
7,1,380,450,444,592,406,385,434,455,410,440,259,362,547,491,307,483,506,455,439,295,349,638
6,0,364,350,335,422,241,296,268,424,424,316,412,376,192,415,302,248,458,446,397,280,332,304
6,1,394,455,548,411,352,472,515,462,364,433,393,356,299,464,431,479,264,409,561,369,493,681
6,0,436,350,456,247,437,393,431,434,519,385,626,194,369,284,515,499,453,550,484,78,660,237
7,0,393,343,481,523,391,389,411,300,256,377,496,256,433,563,339,403,451,255,315,351,216,558
6,0,372,350,408,296,274,291,228,478,312,604,265,414,239,380,358,177,363,289,331,274,506,306
7,1,414,450,503,532,445,668,404,348,274,364,302,253,402,458,553,245,449,531,519,583,325,471
7,1,424,450,289,499,464,388,348,362,543,553,350,461,426,58,250,392,411,467,484,400,480,480
7,0,394,345,333,320,187,395,563,312,341,295,458,397,334,319,380,365,420,278,490,273,365,496
6,1,414,477,511,596,473,444,582,455,438,394,358,556,436,402,499,752,323,492,322,392,490,501
6,1,402,450,495,316,295,402,460,575,581,599,269,451,455,520,454,388,396,320,398,344,427,550
6,0,400,350,497,413,394,157,483,314,565,309,462,423,479,453,422,321,519,479,195,378,397,271
6,1,401,450,436,589,499,616,403,377,529,483,435,673,509,765,424,472,508,427,428,389,302,223
7,1,413,450,374,356,472,531,403,439,308,542,376,425,441,306,425,330,331,273,498,363,363,390
6,1,399,450,336,433,325,586,225,403,408,423,392,641,329,524,355,359,533,433,380,500,573,465
7,0,411,333,381,267,452,387,398,286,330,253,360,363,462,330,329,472,304,457,460,331,434,368
7,0,413,327,461,121,434,345,615,476,477,542,534,495,445,202,346,78,302,226,291,271,466,276
6,0,426,350,466,299,501,450,630,384,367,536,538,340,547,332,472,333,360,359,315,496,324,441
6,1,401,450,393,638,368,558,384,350,409,513,516,505,409,264,545,397,569,505,462,480,487,513
6,0,351,350,444,401,217,319,318,319,363,295,409,461,402,235,179,254,364,363,351,462,363,344
6,0,398,350,362,311,350,348,416,481,291,322,423,366,429,549,432,327,389,274,343,518,256,196
7,0,400,350,278,433,448,298,321,424,554,289,297,385,390,429,496,268,224,468,358,390,364,347
6,0,405,350,418,272,300,356,463,386,267,243,405,214,364,401,319,369,453,322,277,283,420,359
7,1,430,450,494,218,453,588,536,590,328,358,412,541,361,515,485,479,272,309,750,455,315,475
7,1,352,450,356,362,257,461,366,608,326,437,515,300,467,479,462,330,385,349,434,389,412,433
6,0,422,350,383,444,410,483,381,372,335,317,424,155,476,259,512,444,278,185,560,261,490,334
6,0,418,350,457,474,414,287,94,401,349,340,429,323,489,394,413,400,315,221,300,382,309,335
7,0,401,350,529,251,518,246,217,425,303,376,371,314,348,257,393,420,458,493,198,353,417,340
6,1,416,484,475,623,385,225,431,494,381,488,390,541,511,509,429,415,388,529,315,359,419,610
6,0,442,350,527,180,449,283,320,342,518,401,445,272,498,415,445,339,394,164,624,435,413,496
6,0,426,350,504,219,631,327,408,263,603,526,575,312,375,343,457,330,488,339,377,239,387,354
6,1,391,461,354,485,273,458,239,402,337,523,291,487,350,562,336,462,425,431,547,638,339,475
6,0,410,350,419,454,444,370,423,532,565,371,334,256,364,344,359,432,461,538,365,368,556,397
6,0,408,350,494,261,490,271,615,489,379,270,324,479,381,465,430,351,497,358,416,415,345,174
7,1,450,450,589,405,530,416,533,370,542,384,416,484,756,412,424,520,406,469,440,538,431,453
7,0,398,350,385,297,334,361,291,231,345,340,357,302,376,406,514,146,575,233,482,532,422,325
6,1,402,451,502,335,386,320,351,462,270,385,434,396,360,401,424,627,487,648,559,74,508,453
7,1,441,450,370,480,664,475,547,436,162,404,399,320,476,429,527,636,272,441,547,499,522,417
6,0,441,350,633,348,317,272,521,324,402,210,371,506,486,204,346,358,350,406,499,323,461,369
7,1,402,450,399,486,415,495,388,633,181,456,463,554,187,356,505,516,350,541,259,470,423,534
6,0,449,350,376,366,492,522,486,337,334,413,495,495,266,369,619,356,430,379,439,277,375,228
6,0,443,350,455,146,456,403,324,346,387,272,420,287,247,238,480,214,504,270,480,445,389,323
