Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,1,400,450,214,496,240,568,487,417,402,658,539,582,396,560,338,541,512,488,544,436,250,529
7,0,411,333,441,382,309,428,502,393,376,85,715,388,388,390,411,442,438,434,568,317,344,483
6,0,395,350,499,374,364,336,335,178,451,455,384,412,310,247,466,259,267,342,327,419,273,313
7,0,408,341,227,286,322,283,365,290,527,372,363,337,381,400,327,349,449,562,366,174,432,392
7,0,415,317,505,146,396,112,259,325,445,239,416,428,481,309,458,259,456,270,374,327,381,405
7,0,394,345,399,377,449,389,167,374,374,301,314,433,400,368,364,362,320,216,429,495,420,460
7,1,446,450,635,577,548,582,388,402,583,512,669,497,466,397,399,444,577,406,473,363,388,418
6,1,406,455,415,357,416,438,399,388,304,445,361,255,526,606,492,474,489,402,493,551,432,517
7,1,385,450,202,330,420,377,354,449,533,377,308,330,540,394,365,504,417,561,332,591,377,611
7,0,402,349,355,236,549,335,526,374,357,265,367,416,322,302,359,406,367,364,356,356,301,323
6,0,372,350,451,430,400,312,328,436,457,393,217,669,371,416,230,447,302,355,269,162,553,214
7,1,434,450,510,468,465,459,357,412,364,429,288,250,400,492,426,332,462,534,637,369,493,338
6,0,389,350,380,333,301,395,369,383,373,325,278,362,396,561,523,463,534,391,269,465,327,260
6,0,361,350,402,403,435,392,512,288,367,348,370,448,518,540,289,343,392,471,484,317,391,315
7,1,362,450,180,552,334,423,474,471,370,586,460,580,356,624,330,462,335,466,434,381,469,395
6,0,374,350,405,289,469,356,213,322,597,298,504,314,335,347,410,482,398,335,383,455,291,390
6,1,410,464,315,426,190,375,99,393,393,509,294,519,523,611,470,603,530,573,546,399,420,566
6,0,387,350,446,210,486,285,360,328,368,126,111,397,360,332,478,145,265,251,416,335,353,411
6,0,353,350,132,315,393,398,415,300,457,463,285,216,299,324,168,498,244,428,256,438,279,248
6,0,396,350,360,309,260,380,567,391,220,402,449,358,401,269,444,320,470,296,366,369,519,294
7,1,383,450,414,488,355,487,397,342,400,574,247,520,288,652,412,512,351,372,416,488,453,495
6,1,412,471,524,513,247,366,421,345,511,481,204,511,451,583,431,702,407,472,561,513,279,481
6,0,352,350,357,370,357,538,328,307,453,449,354,382,258,360,508,365,333,405,270,86,319,442
7,1,413,450,436,380,315,459,376,491,524,462,255,206,445,510,313,488,258,390,451,395,339,537
6,0,382,350,451,315,323,410,483,280,279,313,355,272,202,283,432,347,600,150,239,308,453,503
7,0,416,312,296,318,264,320,460,406,256,316,475,329,492,284,513,426,470,245,312,312,622,501
7,0,415,317,359,249,511,282,372,196,515,376,506,331,282,362,428,369,286,267,526,326,263,230
7,0,412,329,352,161,472,247,445,257,444,258,468,274,403,224,415,277,319,249,455,503,287,432
7,1,402,450,448,450,353,189,474,248,247,415,345,271,535,296,438,599,413,522,394,514,449,493
7,0,389,332,420,362,551,455,427,462,511,312,307,428,376,201,298,367,321,375,320,341,335,148
7,0,398,350,407,394,545,353,604,440,494,162,432,433,538,356,437,445,390,397,469,337,384,306
6,0,426,350,441,401,359,230,388,339,561,341,355,355,509,267,386,267,579,441,346,389,349,492
6,0,359,350,468,310,488,328,517,117,343,338,346,279,336,422,391,459,322,500,341,257,313,97
6,1,404,452,298,446,554,681,487,489,518,238,411,334,256,366,326,352,440,346,357,481,371,297
6,1,418,494,577,532,421,570,321,438,498,476,270,478,545,359,488,406,402,531,508,455,326,284
7,0,385,318,219,336,487,350,136,369,530,392,394,448,520,137,280,496,397,349,225,427,410,220
6,1,394,454,429,580,427,690,513,429,494,517,243,392,309,482,312,448,390,524,418,355,446,401
7,0,406,345,436,347,299,316,572,321,391,320,224,554,431,402,646,384,362,311,415,489,470,161
7,1,395,450,548,615,295,359,441,497,193,555,447,448,381,356,430,462,384,490,583,494,409,368
6,1,416,486,607,584,225,349,252,450,390,465,235,412,633,607,359,509,349,584,434,438,501,586
7,0,414,323,423,425,115,331,450,295,339,488,527,341,515,464,269,306,336,366,256,186,180,244
7,0,415,318,494,372,478,507,576,600,244,228,290,320,394,255,332,196,416,242,219,192,384,295
6,1,407,457,684,372,482,536,441,356,499,363,497,544,374,539,378,469,407,422,541,431,420,531
7,1,381,450,461,316,306,411,319,583,406,273,415,305,420,482,375,542,231,595,481,412,293,485
7,1,444,450,498,497,297,348,512,391,502,560,307,523,458,351,302,354,398,451,467,598,453,510
