Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,0,442,350,414,416,523,353,477,342,448,224,585,349,296,352,241,294,532,472,673,214,270,439
6,0,418,350,473,348,418,471,298,578,400,363,526,226,183,383,168,183,507,447,429,356,344,417
6,0,361,350,427,369,428,253,406,448,291,407,447,345,347,327,259,228,456,217,510,280,525,211
6,0,411,350,423,433,430,340,552,273,427,295,229,395,386,320,295,220,367,369,470,415,558,378
6,1,389,467,467,456,371,439,207,574,530,424,374,369,418,412,435,470,352,594,403,578,326,628
7,1,412,450,274,399,473,337,502,404,302,653,308,486,357,372,400,281,543,350,279,535,587,556
7,1,441,450,299,561,613,374,544,404,489,586,599,363,352,246,596,405,497,407,383,492,326,549
6,1,400,450,334,479,427,483,423,487,416,533,383,369,481,488,548,364,215,345,634,519,395,401
7,0,410,336,494,269,359,331,524,262,428,321,413,347,449,351,392,404,356,190,486,414,286,300
6,0,445,350,640,219,309,346,412,363,391,302,453,399,506,645,376,385,341,188,397,419,578,199
7,1,374,450,528,527,368,386,277,519,396,202,268,431,436,413,497,513,267,651,379,419,411,353
6,1,408,460,446,542,374,531,258,573,528,556,425,285,356,372,462,478,477,570,542,466,576,424
7,1,354,450,358,400,247,502,394,499,320,495,401,360,406,308,411,400,390,420,250,404,408,354
6,0,399,350,414,329,397,419,233,266,465,445,435,13,590,239,333,469,573,199,394,486,334,326
6,1,417,491,278,316,387,381,281,579,511,492,423,598,293,393,416,550,558,574,385,379,457,538
6,1,395,453,576,650,513,528,445,550,230,396,396,620,451,436,436,395,323,590,554,537,353,587
6,1,411,467,366,473,370,417,457,448,433,367,439,405,331,465,458,464,412,347,254,542,401,317
7,0,412,331,522,319,419,459,339,289,226,505,374,357,371,299,315,308,485,199,397,195,428,290
6,1,407,457,463,502,319,400,389,524,443,513,535,428,575,447,466,441,583,602,305,601,426,384
7,0,393,343,413,271,408,247,343,314,362,428,359,252,447,256,452,409,350,367,396,333,378,394
7,1,407,450,323,357,300,509,394,486,472,334,142,436,201,163,577,524,421,220,298,284,422,375
7,0,405,347,516,364,332,337,443,360,440,318,441,301,301,446,429,448,247,412,297,493,530,286
7,1,403,450,406,464,432,523,507,448,606,553,321,505,301,538,513,379,504,400,482,629,440,375
7,0,397,349,442,382,358,384,373,396,268,376,315,129,457,211,517,149,184,372,544,409,591,468
7,1,449,450,415,371,536,449,482,506,502,344,678,425,312,531,559,444,348,624,375,456,518,410
6,0,418,350,537,454,306,444,411,370,412,412,356,273,540,345,229,327,396,435,191,443,414,314
