Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,415,450,433,464,431,411,483,565,265,440,291,459,429,413,401,375,358,577,481,491,392,579
6,1,386,477,236,339,349,510,531,415,448,663,493,557,416,547,584,234,500,343,26,391,521,352
7,1,399,450,344,632,373,615,424,528,364,369,420,445,357,502,503,417,499,515,406,442,389,435
6,1,405,454,471,573,507,420,378,495,446,562,164,399,289,552,465,433,321,555,323,357,505,330
7,1,421,450,692,558,418,533,525,465,402,632,398,521,319,295,350,469,274,429,244,696,396,457
6,0,356,350,242,270,217,316,499,304,309,338,425,199,347,108,281,229,457,450,363,188,328,433
7,0,407,344,434,330,376,335,310,494,315,424,434,613,463,333,448,591,363,422,351,323,468,136
7,0,385,321,246,336,163,283,336,333,168,303,350,433,438,440,361,361,418,321,347,251,275,348
7,1,380,450,396,472,329,567,299,425,282,525,507,432,342,510,316,644,480,438,315,483,325,323
7,1,402,450,623,425,236,328,407,448,581,455,507,487,411,521,627,449,490,388,585,646,280,408
6,1,398,451,523,390,306,407,435,513,281,471,526,329,484,446,471,584,521,402,517,537,634,497
7,0,408,340,428,253,303,241,423,343,350,401,453,155,392,297,386,359,463,282,444,292,609,342
7,0,402,349,466,377,391,360,538,282,331,417,308,216,210,408,453,305,351,231,349,258,552,315
7,0,385,318,484,377,450,312,367,292,350,436,390,346,414,249,520,410,110,398,318,368,264,392
7,1,364,450,437,455,243,274,547,530,343,566,464,252,420,410,346,588,266,438,475,365,76,495
6,1,383,492,567,652,387,486,479,607,519,445,307,543,431,518,422,469,388,626,422,507,333,520
6,1,391,462,481,490,417,544,390,459,395,572,313,505,496,520,349,356,181,346,538,521,254,411
7,0,386,322,354,249,238,291,283,367,517,368,454,264,498,427,485,481,376,404,353,273,349,207
7,0,401,350,353,360,456,273,546,243,292,130,503,430,497,460,273,314,562,387,426,259,577,367
7,0,394,345,454,474,301,405,424,218,284,416,336,337,466,325,391,447,321,449,422,584,520,356
6,0,402,350,316,436,398,387,367,349,516,425,627,245,388,194,365,309,318,272,350,370,289,348
7,0,389,332,359,450,441,246,405,228,445,396,286,262,296,369,364,342,277,268,501,523,314,296
7,0,388,331,311,338,322,248,165,327,349,122,408,130,525,402,355,397,362,120,463,248,412,299
7,0,406,345,228,179,306,277,494,242,316,247,254,358,276,163,480,600,167,369,544,216,505,321
6,1,389,468,284,404,248,406,237,410,293,550,333,625,404,461,394,592,250,319,413,332,319,544
6,0,440,350,507,365,302,430,392,149,480,331,505,467,554,301,230,387,426,501,642,277,552,483
6,0,432,350,344,382,421,177,402,346,481,351,515,363,405,307,272,235,409,351,409,374,289,326
7,0,406,346,571,432,406,227,461,632,386,245,238,415,540,302,476,435,552,309,521,204,447,339
7,1,435,450,582,627,305,430,378,481,259,521,422,488,479,462,495,550,401,500,388,716,450,378
6,0,434,350,448,439,473,317,478,434,440,181,337,144,553,252,519,517,360,329,433,362,516,255
7,0,417,308,451,300,367,274,549,280,231,271,359,380,389,411,453,210,466,172,393,369,460,261
7,1,355,450,300,493,371,381,318,393,375,464,129,615,288,439,375,410,377,476,178,653,357,279
6,0,393,350,486,399,533,371,559,358,312,482,368,341,276,271,383,482,399,241,403,350,341,483
6,0,385,350,461,382,194,520,396,289,534,407,524,372,473,464,441,340,484,235,420,226,358,293
7,0,412,328,331,497,557,351,234,343,428,503,424,183,446,228,383,337,506,275,539,159,195,362
7,1,404,450,405,320,375,469,339,537,253,553,463,514,639,558,454,407,345,423,359,514,326,371
7,0,393,343,391,466,447,397,416,123,593,273,264,219,310,282,331,244,346,273,306,274,382,414
6,1,389,466,223,526,257,489,436,472,452,560,300,399,459,327,446,530,448,366,266,475,537,439
7,1,363,450,434,511,643,446,320,352,397,485,316,581,343,479,411,488,448,387,509,544,355,537
7,1,393,450,489,375,239,591,330,602,411,476,443,606,230,331,269,505,378,459,289,564,389,432
6,1,416,487,424,583,526,457,614,422,309,373,410,436,519,384,579,507,425,445,359,576,438,282
6,0,386,350,507,375,445,405,571,319,415,409,367,296,355,470,303,326,460,287,464,193,414,205
7,1,371,450,394,529,297,595,363,592,468,250,254,493,430,314,485,452,315,419,403,658,451,578
7,1,377,450,270,272,349,385,298,485,372,590,482,458,486,492,403,589,341,282,381,553,461,494
7,0,392,341,342,422,387,386,483,410,338,249,311,373,484,315,452,193,381,274,278,243,337,278
6,1,397,452,423,549,296,576,435,492,179,520,468,432,399,515,265,339,238,377,396,560,447,497
7,1,371,450,489,235,505,549,227,548,316,391,421,668,417,488,290,446,385,493,285,408,366,420
6,1,417,490,366,519,353,413,479,502,306,511,302,274,321,321,437,513,396,347,509,515,409,567
7,1,440,450,307,551,427,301,403,545,370,675,375,464,341,411,563,593,355,554,188,262,398,574
7,1,390,450,319,234,198,621,552,489,236,529,344,542,407,412,199,433,387,436,385,516,459,444
6,1,412,471,318,380,513,370,365,463,449,561,511,388,491,456,244,367,316,300,357,676,322,475
7,0,387,327,431,185,456,363,404,366,363,381,455,305,362,388,299,408,411,457,236,413,402,330
7,1,428,450,327,579,563,396,503,438,497,341,428,529,389,468,359,442,396,429,496,461,409,378
6,1,412,469,353,220,300,337,357,511,387,423,379,552,376,480,327,338,320,536,505,683,423,595
7,0,409,340,459,454,428,397,627,360,394,250,384,410,599,403,609,314,315,327,509,337,452,361
6,1,411,467,427,629,459,412,579,424,547,470,444,305,364,460,506,511,255,533,564,594,427,378
7,1,438,450,566,371,494,451,267,317,496,263,395,287,396,345,553,628,464,681,483,290,575,337
7,1,354,450,517,546,274,325,321,304,170,479,248,297,344,358,329,508,278,414,414,414,443,510
6,1,403,452,479,281,591,600,420,462,284,208,367,418,461,626,430,476,318,451,305,241,435,497
6,0,372,350,245,462,528,499,489,388,258,303,340,399,292,153,317,106,405,294,594,369,396,362
7,1,407,450,463,437,428,429,511,355,367,583,283,465,496,479,426,367,439,504,503,456,570,510
7,1,400,450,332,388,489,455,313,508,411,352,459,212,620,551,338,539,548,580,379,454,378,338
6,0,447,350,436,390,488,273,581,257,368,481,576,509,571,279,297,308,394,384,646,459,543,376
6,1,401,450,353,497,409,459,314,398,445,251,324,444,458,387,592,466,389,386,338,300,303,465
6,0,418,350,448,547,461,346,393,384,492,412,611,385,535,453,223,430,475,313,440,486,562,185
7,1,394,450,351,485,453,638,399,407,463,384,433,505,595,286,296,501,322,426,449,438,431,474
7,1,447,450,365,655,411,467,474,566,791,494,370,327,491,364,423,464,486,495,354,386,567,552
7,1,442,450,457,403,372,447,510,483,450,476,276,376,550,525,271,481,536,503,477,496,636,432
7,0,413,326,471,385,402,379,531,245,409,201,296,205,278,502,397,423,417,443,444,354,446,462
7,1,382,450,218,369,347,530,383,589,288,325,382,362,378,684,454,304,195,472,377,519,464,433
6,1,384,488,414,392,533,418,86,572,337,308,296,510,517,533,330,418,335,571,320,327,310,525
7,0,386,324,364,387,373,355,512,333,417,202,423,328,271,242,400,278,572,189,385,475,409,491
7,0,399,350,442,320,392,200,284,482,585,266,347,216,260,283,426,368,384,192,381,403,547,410
6,1,390,463,475,284,436,415,398,336,353,462,381,377,347,398,259,743,464,642,485,371,178,448
7,1,402,450,443,497,499,475,494,395,328,648,499,588,341,527,338,589,513,476,484,511,404,475
7,0,387,326,384,305,541,304,335,207,361,421,541,309,359,398,469,210,389,443,313,375,272,396
6,0,391,350,452,562,412,579,205,93,349,435,400,219,168,233,408,418,317,478,338,310,152,279
7,1,423,450,404,393,443,470,508,481,399,464,502,479,255,397,793,556,412,578,432,530,350,496
7,0,397,349,405,372,305,455,424,382,505,413,383,394,393,531,378,483,334,293,578,362,311,361
7,0,401,350,263,313,456,489,494,272,416,260,457,223,260,400,462,383,453,488,421,295,375,401
