Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,0,381,350,323,266,553,125,283,313,399,231,361,286,351,347,317,264,487,200,534,399,450,300
6,0,443,350,156,250,380,590,401,317,618,369,472,299,272,528,265,367,488,442,450,380,543,545
7,0,382,306,491,292,432,293,468,279,447,390,471,189,483,193,330,341,339,360,480,275,401,235
6,0,423,350,426,429,378,336,375,221,361,421,488,500,376,276,464,285,414,343,339,312,446,397
6,1,395,453,560,555,459,278,470,529,468,583,436,589,209,581,460,550,274,460,550,444,176,358
7,1,367,450,497,568,404,548,264,280,318,464,437,412,364,481,370,631,349,466,330,668,429,536
6,1,417,492,314,490,337,370,489,369,233,329,422,483,370,444,332,607,424,524,628,465,220,382
6,0,357,350,153,437,289,371,485,205,420,211,714,516,546,472,396,371,409,375,435,524,386,262
7,0,387,327,354,481,294,224,261,294,473,294,290,493,338,428,370,273,410,372,300,209,350,244
6,1,413,475,335,403,292,650,404,449,452,467,351,348,454,535,552,546,275,450,435,319,414,466
7,0,390,336,452,578,328,236,267,473,585,502,285,434,398,295,292,278,467,302,259,442,470,227
7,0,399,350,428,394,435,436,381,256,204,353,353,394,548,338,422,398,379,430,469,401,301,348
7,0,392,341,365,282,497,314,536,273,435,384,578,410,466,328,435,419,363,498,358,494,210,378
7,1,429,450,464,411,437,419,588,308,456,351,512,596,476,548,715,393,407,391,483,339,593,375
6,0,410,350,253,424,526,276,411,200,365,395,400,248,507,219,453,421,341,402,342,553,364,389
6,0,353,350,345,474,281,339,492,515,418,405,454,497,431,214,333,240,278,205,260,327,340,357
7,1,399,450,403,498,437,358,410,558,377,469,538,443,294,484,540,479,334,562,526,630,283,395
7,0,395,346,510,374,487,211,261,506,381,392,140,409,396,468,558,403,328,226,454,244,477,395
7,1,431,450,399,493,295,343,248,341,466,342,516,303,473,456,281,535,432,456,601,552,480,549
7,1,425,450,365,344,551,392,423,312,597,410,439,576,359,492,591,531,358,438,366,560,546,481
6,0,361,350,254,147,504,283,283,391,487,666,404,357,267,290,339,203,309,319,319,131,520,390
6,1,407,456,420,392,267,359,445,480,358,509,362,553,364,466,526,569,503,469,433,653,447,377
6,1,385,483,404,494,421,636,475,479,223,499,288,349,463,471,424,594,273,564,261,490,461,508
6,0,371,350,393,437,225,330,194,476,68,368,284,381,430,302,140,317,400,294,366,421,316,422
7,1,441,450,469,371,541,443,511,595,346,562,640,598,418,234,393,499,310,536,412,336,449,467
6,1,383,489,366,668,325,538,441,499,117,551,483,372,533,613,294,524,452,453,337,447,420,493
7,0,418,305,445,374,492,429,407,264,333,395,282,314,456,423,446,379,345,268,385,288,523,212
6,1,403,452,425,375,467,672,452,386,433,517,247,619,442,414,342,357,359,486,376,289,368,523
6,0,354,350,372,209,329,291,288,462,501,299,542,458,220,298,448,193,274,288,436,538,597,467
6,0,382,350,424,580,408,463,445,287,336,391,310,356,400,362,370,301,628,242,169,522,316,350
7,1,388,450,426,460,299,468,447,447,366,422,349,520,396,602,353,427,554,535,394,351,252,369
7,1,384,450,409,498,485,416,300,525,490,410,464,537,302,234,386,540,139,678,419,386,347,584
