Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,1,402,451,421,532,464,429,617,551,532,492,485,386,364,619,428,573,264,425,378,468,426,317
6,1,397,451,260,380,133,400,358,384,596,412,341,354,513,416,320,473,513,453,473,434,378,376
6,0,416,350,331,618,513,87,378,585,272,334,436,256,299,332,530,300,434,452,324,227,436,338
6,0,386,350,202,491,536,208,292,228,530,434,124,190,511,329,331,323,278,235,518,331,446,288
6,0,379,350,342,378,404,372,400,395,531,391,332,531,154,443,255,508,640,335,455,347,316,266
6,0,426,350,399,580,351,452,490,293,335,409,489,486,466,422,420,335,531,377,197,495,503,335
6,1,404,452,443,283,361,494,263,328,377,381,473,537,335,465,185,440,469,506,562,504,404,558
7,1,414,450,316,502,280,513,315,423,479,585,287,422,488,459,377,459,399,455,398,413,460,472
7,0,385,317,207,389,425,345,354,465,403,302,435,279,268,324,504,250,318,174,392,267,420,439
7,1,423,450,401,504,427,526,353,547,588,526,603,243,398,591,304,663,515,365,456,523,362,361
6,0,430,350,464,383,459,252,476,247,294,155,377,330,340,477,251,131,293,217,332,337,437,390
6,1,403,451,438,361,224,425,262,679,293,391,413,381,496,596,460,622,514,360,323,473,490,348
7,0,395,347,437,433,618,602,373,476,379,369,358,367,306,271,293,328,478,262,388,353,358,324
6,1,387,473,433,490,486,498,528,422,232,454,289,243,225,564,329,582,421,575,309,287,255,473
7,1,391,450,337,392,422,444,345,439,508,442,378,567,479,425,335,493,458,380,500,494,456,368
6,1,383,492,259,534,473,518,329,548,343,209,497,204,240,478,373,566,400,315,253,489,465,438
6,0,353,350,427,439,348,473,182,223,232,453,251,345,30,569,294,365,444,275,315,397,323,253
6,0,359,350,454,203,321,524,178,352,388,384,436,350,361,485,353,294,364,207,464,297,214,307
7,0,403,349,427,237,288,514,582,280,232,418,448,451,442,297,308,101,473,416,206,223,361,190
7,1,436,450,193,445,324,459,296,499,417,437,457,609,629,346,505,490,495,363,448,354,384,423
6,1,397,451,482,531,277,636,398,273,434,495,483,241,405,406,331,607,332,411,491,579,418,614
6,0,406,350,494,514,429,182,498,316,474,421,405,475,246,282,337,111,190,428,350,174,427,351
6,1,383,490,321,404,499,527,621,445,376,531,334,458,456,432,319,395,389,511,204,537,524,444
6,0,425,350,389,296,392,380,412,332,390,274,509,388,435,372,284,396,364,284,455,247,411,422
6,0,441,350,397,459,465,181,398,173,523,297,511,339,425,586,315,321,544,307,256,328,587,410
6,1,410,464,294,209,363,264,400,537,364,475,505,399,447,487,286,436,356,337,377,367,538,445
6,0,401,350,198,430,517,267,345,262,470,288,288,397,369,418,390,539,328,519,630,322,368,326
6,1,395,453,93,466,357,419,526,441,484,474,181,505,359,406,301,458,320,462,327,570,501,482
7,1,425,450,366,455,387,428,374,416,468,425,498,520,517,641,424,419,293,521,365,441,532,499
6,0,376,350,359,338,370,326,388,461,450,321,468,379,418,423,462,336,507,280,552,172,480,321
6,1,392,459,282,368,329,489,390,359,419,425,370,528,348,348,418,466,244,536,506,653,394,394
7,0,389,332,349,404,241,351,499,277,518,439,443,320,354,275,303,571,292,331,316,411,371,386
6,0,413,350,494,430,510,398,501,306,270,350,325,247,531,542,505,430,530,360,441,395,319,304
6,1,400,450,383,480,244,570,425,412,297,431,149,597,368,347,402,570,322,382,320,301,393,387
6,1,382,495,450,471,167,529,355,559,425,458,379,485,420,541,387,547,225,497,220,425,265,600
7,1,429,450,379,425,557,422,549,395,400,493,480,539,386,262,539,651,617,313,410,301,350,374
7,1,415,450,365,345,448,402,381,460,323,564,471,403,337,603,450,444,420,480,363,671,371,338
6,0,372,350,405,295,338,533,424,83,231,369,398,466,448,324,278,545,409,192,491,428,338,344
6,0,361,350,597,311,202,259,448,317,453,327,487,462,254,389,233,412,330,248,135,420,453,170
6,1,405,454,400,436,299,487,339,420,393,267,571,467,499,342,550,541,490,728,301,401,380,382
6,1,412,469,244,622,318,617,479,603,471,456,556,504,526,403,441,389,479,579,337,483,335,416
6,0,409,350,437,379,403,400,403,377,443,448,490,393,336,342,356,428,482,359,432,460,374,340
7,0,401,350,144,438,350,428,427,279,471,189,372,319,428,376,266,338,333,332,451,285,410,362
6,0,372,350,354,276,304,533,241,381,313,185,446,332,292,252,550,518,379,283,422,338,488,278
7,0,393,343,360,308,529,308,478,270,322,260,553,314,257,153,420,336,343,590,575,339,365,384
7,0,385,319,386,489,422,438,346,262,644,517,227,252,304,297,462,371,441,161,362,309,489,304
7,0,414,323,273,350,268,275,370,441,352,470,455,340,343,302,343,414,340,202,239,281,416,275
6,1,402,451,295,516,226,507,382,420,430,736,448,608,533,322,356,530,419,526,401,565,458,419
6,1,384,484,441,414,259,584,512,301,438,619,536,492,362,588,422,440,314,615,557,617,285,498
7,1,443,450,374,268,458,572,296,538,445,569,698,301,498,479,349,429,669,492,563,438,649,455
7,1,393,450,382,433,394,435,338,353,316,360,377,413,486,348,434,519,569,411,390,364,323,304
7,1,425,450,416,456,558,480,522,441,303,455,481,328,480,490,502,478,405,476,347,544,480,499
7,1,393,450,464,447,379,462,477,443,333,348,331,456,339,446,282,375,592,526,336,477,346,459
7,1,351,450,478,465,441,498,153,396,272,363,419,473,313,478,475,487,266,349,451,294,365,470
7,0,398,350,385,248,376,469,489,157,275,265,467,338,433,336,334,232,560,333,329,492,426,219
6,0,407,350,486,58,415,549,556,300,309,308,140,259,471,311,371,316,430,462,373,477,487,497
7,0,400,350,331,420,506,379,544,335,428,337,314,453,343,335,419,334,405,97,502,468,223,293
6,1,417,488,255,490,326,549,571,463,514,438,428,550,498,427,405,301,333,561,471,353,352,329
7,0,401,350,428,250,85,444,252,182,560,488,429,318,481,135,393,322,440,246,392,333,484,473
6,0,440,350,428,68,313,365,362,291,493,408,506,330,474,279,575,247,449,243,509,421,604,473
6,1,399,450,296,560,326,271,375,326,342,502,347,356,557,422,443,454,337,279,250,335,400,684
7,1,423,450,735,354,503,463,249,582,603,573,564,449,396,505,408,484,357,633,350,420,461,481
6,0,388,350,439,424,362,349,425,265,421,237,408,182,354,420,405,400,423,242,193,96,275,268
7,0,399,350,307,412,564,172,427,429,290,417,372,323,367,340,242,339,548,259,373,348,565,287
7,1,361,450,334,484,542,503,294,419,270,446,267,291,411,394,461,396,266,654,323,386,392,437
6,0,425,350,285,442,317,406,453,248,391,444,497,375,388,244,469,262,472,337,357,440,357,248
6,0,430,350,424,298,405,427,392,441,245,475,371,319,416,400,316,296,506,383,266,461,527,387
7,0,399,350,498,284,224,429,232,360,174,233,431,339,289,272,313,286,468,328,517,467,397,269
6,0,371,350,307,275,388,289,316,323,336,356,420,234,374,350,298,215,326,204,436,308,419,314
7,0,386,324,434,201,264,96,420,235,457,324,367,285,516,254,338,209,478,124,412,287,590,119
7,1,386,450,472,538,261,638,399,425,399,296,461,519,398,354,461,394,316,371,574,288,369,417
6,0,402,350,397,431,529,533,231,410,379,411,517,200,464,281,348,343,557,205,435,212,385,254
6,0,382,350,405,325,315,319,386,290,420,300,104,543,300,407,393,283,394,460,471,434,503,372
6,1,410,465,329,439,324,556,566,395,215,680,335,556,372,417,494,480,339,375,476,510,175,492
6,0,385,350,341,262,220,289,422,273,347,178,411,422,359,348,143,269,377,285,282,476,427,306
7,0,407,344,467,197,470,411,342,355,209,329,313,491,405,187,328,204,444,385,317,427,407,337
7,1,438,450,438,454,588,498,455,654,453,374,567,483,422,401,366,446,480,457,292,409,637,527
7,0,409,339,448,323,502,340,459,154,483,284,271,588,592,251,304,286,402,524,223,267,490,122
7,1,405,450,405,328,305,441,221,385,401,467,405,451,429,333,383,483,457,499,432,607,417,541
6,0,354,350,180,326,432,402,298,438,323,432,416,326,672,458,469,648,355,327,472,460,361,392
6,1,408,458,495,436,402,510,401,402,426,489,281,439,436,490,382,411,487,426,274,643,512,347
7,0,389,332,395,370,499,370,86,346,353,531,419,331,328,273,297,433,375,405,232,324,417,254
