Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,371,450,510,533,385,256,370,445,297,535,357,444,400,600,201,437,457,407,432,263,286,463
7,1,449,450,357,457,481,513,464,502,565,581,594,300,329,561,521,338,356,462,384,487,554,627
7,0,403,348,497,259,482,367,187,368,334,515,397,252,308,301,454,352,551,414,348,286,436,417
7,1,364,450,264,463,555,358,497,632,185,473,407,432,168,475,309,316,265,498,453,366,479,316
7,0,412,331,240,271,419,390,369,279,521,184,428,325,466,214,324,249,335,291,367,323,631,494
7,0,416,316,279,413,327,422,509,276,658,199,333,235,298,298,421,180,275,376,419,196,611,217
7,1,361,450,372,422,534,411,238,335,330,268,346,433,266,382,487,375,356,679,424,325,344,295
6,0,409,350,466,454,468,465,452,304,353,256,311,221,308,271,148,459,522,359,294,264,387,357
7,0,385,317,417,182,396,162,249,283,413,415,185,218,533,58,505,303,298,435,321,483,461,235
7,0,413,326,476,281,365,260,481,284,479,327,418,305,278,253,257,265,351,439,413,362,352,372
6,0,431,350,437,279,552,346,369,453,201,510,329,335,503,290,507,326,498,378,539,557,304,268
6,0,434,350,609,141,344,452,367,380,424,233,468,377,599,315,542,240,262,259,314,354,474,266
7,1,449,450,538,504,297,273,377,451,561,306,623,565,515,445,366,402,396,468,265,353,531,402
6,1,394,455,240,269,530,406,207,591,296,583,153,458,406,400,422,346,172,301,559,330,338,491
6,0,449,350,514,324,255,281,540,425,451,237,419,352,484,352,358,473,386,423,417,531,353,430
6,0,368,350,403,295,292,415,268,387,519,298,298,378,386,242,447,379,439,365,252,351,466,171
7,0,398,350,464,345,319,411,290,371,246,328,253,447,300,479,218,258,364,395,182,529,290,409
7,0,386,323,354,356,350,376,275,273,405,334,297,273,370,416,488,447,386,423,243,113,446,228
6,1,384,486,300,464,405,643,372,389,365,597,402,453,404,720,328,612,428,546,377,513,385,518
7,0,400,350,498,508,365,315,305,449,502,340,430,310,399,171,483,365,245,378,383,416,342,308
6,1,393,458,283,377,427,520,213,374,517,472,299,630,420,422,457,541,420,516,552,500,553,450
6,1,401,450,348,533,484,334,366,387,464,583,406,459,426,521,317,446,401,568,481,496,491,508
7,1,383,450,397,359,511,616,373,587,423,369,611,436,182,491,453,454,391,588,540,462,375,476
7,0,395,346,404,358,473,548,362,252,214,194,389,520,444,227,276,316,506,325,344,484,382,283
6,1,413,474,590,530,511,430,493,489,313,495,558,411,512,392,434,492,373,530,599,547,643,415
7,0,416,314,355,298,431,440,458,456,459,287,307,374,218,281,402,506,456,424,372,216,485,122
7,0,393,343,427,226,406,318,561,328,290,238,403,216,346,71,491,426,501,307,406,424,429,300
7,0,408,341,448,216,428,508,376,290,408,310,223,298,349,309,295,323,420,234,370,288,441,245
6,0,418,350,453,277,276,313,525,435,501,527,442,394,284,436,387,316,302,198,513,381,348,407
7,1,417,450,463,482,349,556,534,483,459,343,468,549,293,307,479,260,488,446,404,275,465,420
7,1,428,450,512,355,400,493,595,609,268,527,458,358,420,485,278,324,320,410,363,415,495,377
6,1,407,457,456,511,369,348,552,428,421,418,356,380,193,456,327,548,595,637,622,454,413,553
6,1,413,474,414,547,468,467,443,360,479,348,477,461,444,406,442,397,291,444,573,322,369,455
7,0,392,341,359,423,317,312,207,111,354,208,443,230,316,227,546,456,136,362,350,267,235,349
7,1,376,450,435,418,308,328,480,536,588,446,513,373,344,617,460,428,363,411,596,408,508,427
7,0,417,311,414,398,368,220,307,203,472,368,395,271,427,288,410,472,378,307,452,299,517,274
7,0,413,325,312,325,393,231,567,447,496,338,479,290,380,318,614,258,339,465,421,229,302,363
6,0,433,350,410,447,492,358,380,342,359,281,455,338,681,444,557,426,504,221,436,408,101,386
7,0,388,329,451,334,481,138,354,220,269,335,397,340,334,262,474,412,458,358,157,229,315,419
7,1,430,450,220,343,561,464,358,553,574,470,575,564,412,565,486,538,459,535,372,380,432,547
7,1,369,450,427,460,183,391,584,530,293,591,532,429,299,524,251,466,415,462,399,407,403,466
7,0,389,333,473,260,279,211,416,563,338,362,354,310,258,414,433,222,257,301,439,388,296,361
6,0,382,350,406,409,377,296,263,422,368,357,293,434,582,252,482,328,567,397,322,299,335,370
7,0,415,318,376,350,321,427,388,278,293,360,419,466,380,432,435,251,371,361,503,288,441,369
7,1,445,450,548,375,771,491,418,422,420,549,352,561,291,529,524,223,318,355,363,395,410,189
6,0,445,350,432,239,381,333,410,363,541,401,356,350,290,474,594,245,482,480,622,298,629,261
7,1,412,450,343,452,575,386,252,528,267,636,408,378,361,364,443,507,403,491,473,463,453,579
7,0,391,339,568,367,573,409,577,166,484,602,356,343,555,344,345,397,441,447,446,101,443,321
7,1,351,450,423,402,265,487,208,445,319,480,440,378,477,438,228,459,304,701,307,421,446,517
6,0,424,350,410,512,410,349,434,488,421,437,428,368,494,243,472,124,462,250,441,227,510,340
6,1,402,450,426,466,282,283,319,275,469,392,308,499,368,377,462,637,485,357,502,496,410,306
7,1,405,450,496,204,291,562,421,512,395,263,488,522,438,512,519,582,427,628,185,434,269,288
6,0,372,350,333,401,423,379,329,280,339,356,381,374,374,351,303,254,351,373,449,214,452,174
7,1,444,450,343,557,380,386,486,612,413,501,434,544,474,427,421,480,399,431,592,306,532,429
6,0,396,350,344,587,398,239,378,262,387,469,336,302,447,412,361,379,359,491,356,242,414,279
7,1,411,450,453,381,523,385,441,534,456,546,478,316,325,342,440,511,493,517,410,376,430,498
7,1,375,450,287,426,478,397,389,608,512,377,513,472,324,343,241,500,333,375,498,405,200,434
6,1,388,469,383,263,208,512,447,456,367,321,350,581,219,519,590,426,332,400,291,489,494,385
7,0,416,313,572,350,261,260,584,313,422,350,640,286,372,307,333,426,429,66,377,226,504,260
6,0,421,350,442,406,396,205,464,225,345,228,411,453,402,309,520,443,296,270,570,375,339,409
6,0,395,350,356,300,320,364,394,318,276,433,408,496,220,384,370,424,190,411,376,406,397,434
6,0,373,350,604,306,369,366,403,383,391,484,479,383,461,461,499,309,320,293,266,329,607,174
6,0,441,350,368,337,406,327,338,431,351,367,503,371,378,357,471,526,347,357,411,586,548,395
6,0,446,350,389,372,447,357,385,276,357,417,353,204,536,304,452,365,449,431,327,313,303,386
7,0,393,343,314,385,386,232,366,331,363,163,452,162,524,444,295,248,438,263,625,316,263,420
7,1,358,450,270,378,404,263,294,363,166,674,425,445,424,503,37,497,375,415,357,480,500,540
6,1,391,461,463,566,445,439,587,473,517,499,298,305,322,471,343,396,498,434,334,336,417,512
6,1,406,456,483,548,343,422,493,518,452,164,364,327,428,500,151,540,490,585,398,588,501,454
7,1,449,450,388,622,457,600,535,522,376,511,502,602,463,640,461,503,565,680,683,639,498,761
7,0,391,339,406,402,381,359,377,320,308,341,376,412,173,427,342,185,476,276,475,465,543,351
7,1,354,450,374,299,440,521,356,538,398,230,557,391,297,558,348,588,224,520,343,409,572,573
7,0,404,348,400,339,459,378,284,247,285,483,199,425,452,533,400,433,281,302,500,644,380,398
7,0,395,347,487,411,470,297,431,314,423,288,332,371,428,274,362,250,513,156,433,323,294,210
6,1,387,474,362,503,338,474,364,431,421,544,193,543,569,353,510,397,472,645,476,398,323,576
7,1,364,450,203,419,334,476,283,375,335,387,287,501,531,429,319,438,305,549,395,426,505,448
6,0,399,350,417,381,329,196,490,241,247,385,553,293,378,370,353,271,343,262,335,277,437,368
7,1,438,450,604,421,567,323,382,303,497,333,578,378,367,363,413,362,508,484,554,289,527,470
7,1,417,450,315,345,408,479,380,487,476,321,478,507,280,388,418,508,344,607,369,495,297,455
6,1,415,480,450,394,185,498,132,364,367,622,578,241,413,321,344,358,488,362,502,438,403,731
7,1,435,450,510,533,453,490,470,393,335,536,390,474,489,527,336,249,556,375,397,551,430,562
6,1,397,451,286,304,419,440,354,415,427,454,457,465,435,419,391,534,425,424,447,351,185,550
6,0,380,350,405,429,386,532,360,470,82,235,333,264,507,461,373,326,548,334,429,373,438,431
7,0,394,345,359,293,393,351,557,412,336,348,399,307,532,357,441,492,260,555,419,372,579,331
7,1,381,450,298,344,407,512,364,683,525,470,312,378,393,446,440,401,481,519,440,531,163,317
7,0,409,339,285,542,530,172,426,323,585,379,387,437,330,209,463,413,358,465,357,331,569,382
7,0,390,337,384,403,365,394,489,271,408,164,233,414,314,321,286,541,405,379,477,343,454,165
7,0,407,343,330,291,570,255,332,466,264,244,518,250,359,347,433,317,354,288,542,313,577,332
7,1,430,450,375,512,321,442,462,627,288,542,404,307,449,383,411,517,469,385,403,298,285,513
6,1,413,472,231,568,332,544,408,368,194,452,544,464,347,400,525,468,554,493,399,402,461,650
7,0,413,327,395,327,434,283,431,377,364,519,398,397,461,352,339,336,410,405,530,309,600,413
7,1,387,450,405,392,287,400,581,510,469,398,267,505,454,372,537,373,385,456,368,508,240,334
6,1,413,472,464,568,426,445,358,533,601,302,259,553,433,457,484,384,312,400,433,487,207,334
7,0,386,323,437,210,389,201,275,131,335,159,341,516,520,243,412,421,303,239,238,355,454,457
6,1,407,457,449,383,311,351,430,565,396,517,508,388,370,396,570,378,463,306,406,353,367,592
7,1,439,450,477,287,466,364,562,663,466,361,416,643,386,365,411,470,389,568,297,542,525,532
7,0,387,326,324,541,361,394,488,452,305,297,559,344,573,154,430,318,447,233,444,320,524,354
7,1,365,450,435,574,474,392,225,624,391,438,334,591,224,509,353,632,244,465,341,450,337,370
6,1,415,482,339,411,306,469,347,536,331,467,274,367,304,490,355,361,335,664,384,364,380,415
6,0,435,350,633,399,456,352,369,349,429,230,542,403,489,533,283,426,363,359,306,430,536,347
6,1,418,494,312,343,357,471,330,433,230,649,504,548,486,487,491,476,483,439,318,565,407,351
7,0,407,343,372,312,368,258,490,466,535,333,501,277,538,289,337,273,452,271,393,428,417,361
6,1,417,489,498,450,600,562,437,384,567,389,428,498,459,558,385,481,412,456,602,457,509,490
6,0,419,350,347,358,614,289,440,252,212,371,403,317,381,407,305,316,257,272,350,346,432,348
6,1,418,495,369,428,544,429,336,521,432,185,413,536,326,586,315,555,354,531,499,475,407,529
7,0,385,317,581,460,478,332,557,317,146,300,425,413,548,285,445,448,459,395,384,297,356,178
6,0,365,350,167,254,258,371,278,199,354,145,404,443,422,436,439,250,357,260,539,268,377,416
7,0,390,337,292,335,392,433,418,181,377,295,337,273,339,247,551,238,331,440,462,344,293,291
7,1,413,450,406,364,423,464,359,666,334,717,417,517,292,279,489,358,388,448,378,602,397,400
6,0,394,350,320,162,413,436,376,459,379,156,486,538,169,409,426,312,332,419,340,648,328,352
6,1,401,450,483,488,358,503,427,631,397,452,438,450,315,575,412,391,390,489,364,599,245,434
7,1,369,450,472,478,277,469,521,417,223,399,305,562,417,363,316,679,424,309,489,483,341,502
6,0,449,350,348,229,476,378,442,529,578,356,529,441,451,314,511,512,402,345,398,374,553,208
6,0,385,350,467,372,570,443,281,123,495,461,394,332,404,393,389,351,290,272,459,395,461,271
7,1,427,450,615,448,237,288,351,547,452,275,350,423,329,522,486,326,442,371,457,205,576,427
6,1,388,470,300,517,404,383,455,501,494,548,431,539,435,609,435,522,414,674,306,685,139,460
6,1,394,455,314,370,386,459,417,287,246,498,370,423,230,554,282,404,502,557,298,539,433,404
